EDR3,l, b, d, ed, rv, erv, pml, epml, pmb, epmb, pmlpmbcorr, pmem, type
3685833426101670400,313.277351,61.227118,51.25,4.24,38.1,1.724,-1.3008,0.0737,-0.4317,0.0567,-0.5344,0.999,KGiant
3686123972049294336,312.651083,62.016578,16.83,3.679,-85.6,1.95,-1.225,0.0976,-1.1225,0.0628,-0.537,0.0,KGiant
3690818401368017408,312.820407,63.345403,16.83,3.205,50.2,1.405,-2.5084,0.0773,-1.9205,0.0673,-0.5306,0.0,KGiant
3690782701600180224,311.805707,63.082112,36.42,10.298,85.0,6.133,-1.3105,0.2551,-0.1046,0.1952,-0.626,0.257,KGiant
3690851283637706752,314.185011,63.169236,32.16,4.861,27.2,2.338,-1.482,0.1628,-0.3747,0.1091,-0.552,0.685,KGiant
3687845910337425408,314.239348,63.009775,53.38,8.213,76.0,4.597,-0.8568,0.2224,-0.3799,0.1269,-0.5309,0.689,KGiant
3690741195035746304,312.674127,62.890633,59.87,9.581,58.9,4.494,-1.0522,0.2287,-0.4852,0.146,-0.4623,0.706,KGiant
3687708295290389504,312.792472,62.628281,56.0,9.986,77.7,6.387,-0.9094,0.2235,-0.3857,0.1574,-0.4636,0.688,KGiant
3687708230865871872,312.717392,62.631392,43.57,4.567,-29.1,1.576,-0.3198,0.1076,-0.9339,0.0693,-0.5175,0.0,KGiant
3687829005346204672,314.740449,62.87431,20.38,3.416,-43.4,1.381,-1.0934,0.0679,-1.6254,0.0534,-0.5005,0.0,KGiant
3687803647859336192,315.415301,62.850309,35.86,4.435,240.1,2.228,-0.9139,0.0751,-0.7591,0.0558,-0.5116,0.0,KGiant
3687574326670224896,316.167429,62.268379,35.67,6.702,19.9,3.593,-1.2896,0.1952,-0.1552,0.1653,-0.5941,0.403,KGiant
3688198509972802560,316.638136,63.113238,49.12,3.437,48.5,1.06,-1.1309,0.0715,-0.4039,0.0573,-0.6354,0.991,KGiant
1166600052027529216,10.277849,51.06878,22.44,3.022,52.5,1.45,-2.386,0.0638,0.9531,0.0654,0.188,0.0,KGiant
1166636164112651520,10.967318,51.023999,22.42,3.575,-79.9,2.436,-1.5923,0.0605,0.7917,0.0598,-0.0251,0.0,KGiant
1166602594648236800,10.489047,51.042752,19.65,3.448,197.4,2.058,-1.9637,0.0907,2.0813,0.0878,0.0473,0.0,KGiant
1163597010894121472,10.788934,50.478949,23.59,3.097,-122.2,1.134,-2.1597,0.0548,0.3486,0.0561,0.0923,0.0,KGiant
1163644942729282048,11.352816,49.002762,13.54,2.136,-115.5,1.629,-2.8507,0.0582,-0.2385,0.065,0.0077,0.0,KGiant
3724736002918103040,340.263246,67.436319,37.26,6.608,-92.6,3.458,-1.6051,0.1461,-0.5863,0.1233,-0.3879,0.0,KGiant
3725141443535218688,340.795419,67.772771,38.74,5.927,-11.9,2.142,-1.4371,0.0826,0.2001,0.0871,-0.3015,0.917,KGiant
3724748612942024704,339.241507,67.724899,14.37,2.411,162.099,1.381,-5.0217,0.0645,2.1144,0.0545,-0.3898,0.006,KGiant
3725343306998143488,339.74336,68.152238,58.25,14.376,-7.8,9.089,-1.4019,0.3453,0.0442,0.2744,-0.3501,0.343,KGiant
3724982804623678464,337.81276,68.26401,41.37,7.777,-78.5,4.903,-1.6296,0.2185,-0.0956,0.1924,-0.4382,0.482,KGiant
3725027644081784832,338.403507,68.57145,35.63,8.274,192.7,3.154,-1.2208,0.1864,-0.5498,0.1552,-0.4567,0.0,KGiant
3725667044453023232,336.348412,68.788147,35.36,5.313,-39.9,2.5,-1.5512,0.1415,0.2184,0.1067,-0.4616,0.958,KGiant
3724886670370794496,335.930465,68.384659,42.74,4.348,14.2,1.199,-1.434,0.0749,0.0646,0.0587,-0.4198,0.99,KGiant
3724831896652350464,335.325787,67.995486,37.75,10.018,-85.1,5.61,-1.2852,0.2206,0.0032,0.1962,-0.4635,0.826,KGiant
3725739749659859968,335.622343,69.289621,33.98,5.353,-2.6,2.595,-1.2463,0.1236,0.054,0.1046,-0.4897,0.013,KGiant
3725842730090867712,337.264293,69.281928,41.22,5.259,-141.4,2.583,-1.7434,0.1003,-0.0075,0.0826,-0.3906,0.984,KGiant
3726264221001385984,339.524714,69.481795,45.21,4.377,-10.6,1.096,-1.2924,0.0735,0.2203,0.0637,-0.338,0.997,KGiant
3726295797600982528,340.332137,69.593896,19.03,3.65,73.3,1.544,-3.5501,0.0714,-0.8663,0.0711,-0.3639,0.0,KGiant
3726187152108240384,339.503374,69.050907,34.32,3.593,-42.8,2.418,-1.5563,0.0558,0.116,0.055,-0.348,0.617,KGiant
3726167631481506304,339.540097,68.789106,34.85,3.449,-34.3,0.896,-1.3695,0.0566,0.0176,0.0559,-0.2952,0.009,KGiant
3725419585617591808,340.125224,68.603931,15.0,3.205,244.699,1.631,-3.3396,0.0744,1.0329,0.0614,-0.3173,0.0,KGiant
1451867858522224128,37.724379,76.338754,44.99,7.865,170.5,4.606,-0.681,0.1457,1.3329,0.1974,-0.0326,0.004,KGiant
1451450662578706432,35.250243,76.977295,42.79,3.478,-173.5,2.21,-0.7123,0.045,1.1202,0.0653,0.07,0.028,KGiant
1451707952595516416,36.624431,77.469701,18.16,2.769,-148.4,1.25,-4.373,0.036,1.413,0.0565,-0.0021,0.0,KGiant
1451525021348391680,36.940718,77.158845,39.36,3.941,-182.2,1.242,-1.081,0.0548,0.7422,0.0744,-0.0286,0.0,KGiant
1451607862677650944,35.54161,77.867663,66.71,5.37,-80.7,2.47,-0.5014,0.0534,0.6771,0.0876,-0.1346,0.011,KGiant
1451808008153580800,40.383181,77.752451,17.27,2.836,89.5,1.311,-1.7958,0.0508,4.0864,0.0684,0.0654,0.0,KGiant
1454777578606667264,40.466856,78.573846,12.41,2.797,-143.0,1.578,-2.6322,0.0375,0.3335,0.0594,0.0163,0.0,KGiant
1454831385956392960,41.527964,78.186171,26.65,4.779,-128.3,2.21,-2.6189,0.0702,0.1205,0.1145,0.0375,0.0,KGiant
1454831905650198272,41.76122,78.127113,17.0,2.896,-189.7,1.355,-3.2501,0.037,0.7462,0.0592,-0.0162,0.0,KGiant
1451846731578732800,42.214592,77.470067,30.0,3.207,24.0,1.588,-1.1318,0.0304,1.6497,0.0444,-0.0128,0.0,KGiant
1452264236759526400,44.493456,76.729087,29.41,5.898,-37.9,2.312,-1.401,0.0589,1.1486,0.0909,0.0549,0.0,KGiant
1452344707266844416,44.638691,76.509097,25.76,3.191,-53.5,1.268,-1.5894,0.0346,1.199,0.061,-0.0862,0.0,KGiant
1245002751575562240,2.744007,73.299867,39.2,9.255,47.4,3.837,-1.3172,0.1155,-0.0448,0.1327,-0.1593,0.0,KGiant
1247753630884111872,0.283909,74.822186,32.8,7.422,50.7,3.512,-1.2694,0.0905,-0.0952,0.1036,-0.3487,0.0,KGiant
1247692019577422080,359.400573,74.60168,25.44,5.968,201.7,2.86,-2.1228,0.107,1.2633,0.1065,-0.3112,0.001,KGiant
1247752084695887360,0.259131,74.924159,43.08,4.641,-52.5,1.326,-1.2862,0.0513,0.7158,0.0608,-0.2866,0.882,KGiant
1248189071848499200,3.10873,75.037977,20.12,2.703,279.699,1.048,-2.8673,0.0591,2.2671,0.0658,-0.1845,0.0,KGiant
1248281155947319040,5.393703,74.533283,18.55,3.592,103.7,1.813,-2.6828,0.0569,-0.1452,0.0631,-0.0865,0.0,KGiant
1248225939847753984,5.178672,74.38566,20.12,4.492,-95.8,2.493,-2.2018,0.0692,0.1009,0.0739,-0.1076,0.0,KGiant
1248262219436215296,6.843808,74.326299,33.99,7.461,-176.0,1.907,-1.6482,0.1054,1.1089,0.121,-0.1415,0.297,KGiant
1245183625532645888,4.825728,73.758515,26.03,5.988,-137.9,2.392,-1.7361,0.0987,-0.0616,0.1042,-0.2378,0.0,KGiant
1248265831504093696,7.384481,74.144463,30.43,4.233,-42.2,1.403,-1.9586,0.0519,0.0729,0.0502,-0.1052,0.0,KGiant
1249752199425911808,7.896939,73.869275,45.24,6.842,163.2,1.91,-1.3489,0.0846,0.5325,0.0844,-0.1284,0.0,KGiant
1482711878397103104,65.906315,70.729956,14.87,3.221,67.399,1.577,-0.5136,0.0377,6.4964,0.0279,-0.4556,0.0,KGiant
1482609795614403840,65.184951,71.955622,16.2,3.647,-62.7,1.637,-2.9555,0.0367,3.0737,0.0265,-0.5424,0.0,KGiant
1485121114531949056,70.723938,70.258027,18.32,3.102,55.8,1.535,-0.365,0.0458,2.6614,0.0359,-0.377,0.0,KGiant
1485100567408446976,69.75439,70.151503,23.78,4.605,-134.8,1.855,-0.9298,0.0897,1.9858,0.0681,-0.3807,0.0,KGiant
1484364989833143808,67.913736,69.558248,45.35,7.339,40.2,2.851,-0.2989,0.0749,1.1089,0.064,-0.3916,0.0,KGiant
1494253550736645632,80.222363,62.75653,32.89,9.409,-185.4,3.996,-0.3633,0.1209,1.6969,0.1168,-0.1204,0.0,KGiant
1494194696801294336,80.417721,63.644755,18.6,3.686,64.6,1.925,-0.3072,0.0507,2.1602,0.0473,-0.172,0.0,KGiant
1494357420225826560,80.797088,64.076211,31.35,7.958,-193.8,4.052,-0.3421,0.1084,1.9154,0.1001,-0.2277,0.0,KGiant
1492660190885456384,80.00617,64.227009,21.16,4.514,-55.6,2.051,0.49,0.0662,-0.6734,0.0592,-0.3587,0.0,KGiant
1506456828431369728,82.817315,64.127968,42.88,4.594,-202.6,2.151,-0.0276,0.0537,0.8869,0.0499,-0.1779,0.0,KGiant
1494422604945632256,81.795964,64.225579,21.92,5.792,-16.9,2.192,0.7527,0.0521,-1.0209,0.0471,-0.2507,0.0,KGiant
1492939771780407808,82.296615,64.419244,29.34,5.71,-16.1,2.669,-0.1179,0.061,1.4683,0.0549,-0.2363,0.0,KGiant
1505027806911974400,84.167059,64.352614,51.72,4.68,-151.4,1.623,-0.1764,0.0508,1.1809,0.0493,-0.1955,0.0,KGiant
1506514793309932032,84.292574,63.747865,19.6,2.974,-205.5,1.771,-1.1966,0.0346,2.5733,0.0339,-0.2619,0.0,KGiant
1506504966424802304,83.801785,63.558042,13.88,1.839,93.1,1.269,0.13,0.0362,3.8234,0.0341,-0.176,0.0,KGiant
1494476996411443712,82.79877,63.66897,27.14,3.562,0.1,1.472,-0.0557,0.0329,2.5304,0.0345,-0.1768,0.0,KGiant
1172619465872571904,359.21472,59.390127,39.83,4.382,64.2,2.692,-1.7833,0.0613,1.5893,0.066,-0.0586,0.967,KGiant
1172587923632893952,358.353526,59.489767,38.23,7.371,-20.3,3.335,-1.1,0.1152,0.5734,0.115,-0.1789,0.08,KGiant
1175988296484962304,358.700158,61.251759,56.06,7.317,-90.9,2.147,-1.0137,0.1242,0.126,0.1277,-0.2711,0.004,KGiant
1175890306806714880,358.178343,60.768223,14.14,2.026,177.999,1.267,-3.5387,0.0671,2.8405,0.0637,-0.1622,0.0,KGiant
1176315611648307712,359.935372,60.809439,19.47,2.876,60.0,1.23,-0.1353,0.0843,-1.5223,0.0808,-0.0059,0.0,KGiant
1176122887875874304,0.871033,60.05957,17.68,3.148,154.2,1.891,-3.117,0.1157,0.5622,0.1335,-0.1876,0.0,KGiant
3650808517558470656,354.276292,49.481449,26.54,3.894,-153.2,1.868,-2.3958,0.0658,1.5339,0.0756,-0.1401,0.991,KGiant
3650442105308730880,353.815072,49.636595,49.11,6.159,76.0,2.039,-1.2723,0.1262,0.5748,0.1212,-0.1544,0.992,KGiant
3650390428262156800,353.329205,49.37272,55.48,2.856,10.7,1.334,-1.1299,0.0482,0.311,0.0531,-0.1738,0.998,KGiant
3650855315522237440,354.874685,49.572487,51.6,1.889,49.7,1.274,-1.0145,0.0462,0.3222,0.0493,-0.2986,0.86,KGiant
3650409184383598592,353.263661,49.678837,16.67,2.851,-82.7,2.053,-3.815,0.0547,-0.4375,0.0552,-0.1509,0.0,KGiant
3651118854715619328,354.69118,50.281358,60.1,2.847,38.8,1.031,-0.9163,0.0624,0.2784,0.0589,-0.0432,0.991,KGiant
3651072945810096128,354.970059,50.127995,40.8,11.043,54.3,5.288,-1.0517,0.2281,0.1699,0.2459,-0.2102,0.018,KGiant
3650705644502019584,353.645161,50.335665,45.97,4.612,48.5,1.264,-1.2223,0.084,0.3177,0.0759,-0.1624,0.76,KGiant
3651482140229281280,353.8636,50.741134,18.41,3.222,33.3,2.019,-3.9665,0.0718,-1.7201,0.0667,-0.1908,0.0,KGiant
3650712001053657088,353.82804,50.421866,20.75,3.318,21.9,1.921,-2.3763,0.0531,-1.0249,0.0606,-0.1584,0.0,KGiant
3651485365749467136,353.805838,50.817116,18.47,3.112,-245.6,1.693,-0.3655,0.0569,-0.282,0.059,-0.1732,0.0,KGiant
3651436506200961024,352.70519,50.734243,49.06,8.308,18.9,2.846,-1.0494,0.1844,0.3198,0.1725,-0.1457,0.749,KGiant
3650515149817409536,352.252783,50.178766,44.77,7.642,51.2,2.459,-1.0878,0.1873,0.5506,0.2111,-0.1036,0.895,KGiant
3650510476893001216,352.135985,50.268707,22.62,5.609,-109.5,2.76,-0.1529,0.1052,-1.1938,0.0956,-0.1793,0.0,KGiant
3651456542224081920,352.413493,51.108245,52.09,3.163,64.0,0.86,-1.1718,0.0526,0.3256,0.0552,-0.1597,0.992,KGiant
3650548586137931776,351.695859,50.53529,15.19,2.334,160.6,1.337,-3.2143,0.077,1.4055,0.0769,-0.1987,0.0,KGiant
3650507766768728064,351.881614,50.285894,60.74,5.907,69.1,1.198,-1.1447,0.0968,0.3282,0.1056,-0.1762,0.987,KGiant
3651353737886997504,351.974173,51.114217,19.03,2.697,173.6,1.585,-3.1185,0.0827,1.0341,0.086,-0.1199,0.0,KGiant
3651523470699066368,352.290328,51.510777,61.49,6.205,-38.3,3.971,-1.0875,0.1389,0.0228,0.1253,-0.1706,0.073,KGiant
3651310513336114176,351.592135,50.933689,50.95,4.242,53.3,1.389,-1.09,0.0972,0.3575,0.0988,-0.1866,0.977,KGiant
3651308310017682432,351.404221,50.941823,64.14,14.157,1.6,5.135,-1.0435,0.3385,0.8031,0.3402,-0.1362,0.735,KGiant
3651404208047735808,351.707738,51.353194,45.85,5.674,73.3,1.275,-1.282,0.1429,0.1128,0.1473,-0.0468,0.011,KGiant
3651798245527104512,352.798854,52.149844,45.38,3.981,10.5,1.681,-1.0948,0.0892,0.3357,0.0836,-0.2081,0.66,KGiant
3651773991846856192,352.956891,52.040159,36.64,5.554,25.7,0.922,-1.174,0.0736,0.2083,0.0715,-0.1459,0.0,KGiant
3652158163785973248,353.989488,51.823995,17.51,3.035,18.7,2.485,-2.1633,0.0902,0.4537,0.0951,0.0135,0.0,KGiant
3651718187336211456,352.463451,51.681248,61.74,6.206,-23.2,2.77,-1.0576,0.0889,0.2148,0.087,-0.0319,0.964,KGiant
3652154762172253184,354.346785,51.783877,17.75,3.16,22.9,1.707,-2.1607,0.0967,0.0015,0.0964,-0.2823,0.0,KGiant
3651502202021447168,353.639688,51.12429,28.63,5.729,21.5,2.596,-1.0477,0.1312,0.4345,0.1259,-0.1563,0.0,KGiant
1276653396371525120,49.818242,59.430822,34.38,7.481,-147.6,3.135,-1.5039,0.0669,1.378,0.0557,-0.3526,0.0,KGiant
1276562450441350912,48.736919,59.995103,20.29,4.262,-273.0,2.693,-2.3412,0.0449,1.5091,0.0342,-0.5568,0.0,KGiant
1288267885590882304,49.264398,61.298809,26.89,4.423,-354.1,4.29,-1.5653,0.0691,0.6273,0.0438,-0.6159,0.0,KGiant
1289342658206607872,51.966291,61.674019,18.67,2.594,-287.3,2.337,-3.4704,0.0539,2.3182,0.0343,-0.533,0.0,KGiant
1289343826437714688,52.075359,61.674807,13.77,2.945,25.699,2.484,-2.8909,0.0545,8.4609,0.0373,-0.4615,0.0,KGiant
1289014385266295296,53.348694,60.96483,14.34,2.92,110.2,2.574,0.2566,0.0392,2.964,0.0308,-0.4925,0.0,KGiant
1288954908559077632,51.919758,61.101843,15.57,2.735,49.3,2.229,-0.6694,0.0423,3.5805,0.0327,-0.3893,0.0,KGiant
1288719750509559296,51.322087,60.477836,12.65,2.282,-249.499,2.047,-3.5012,0.0365,1.1737,0.0298,-0.3203,0.0,KGiant
1288762768901746432,51.575614,59.681695,30.22,2.916,-324.9,2.733,-1.3571,0.0368,0.782,0.0259,-0.4315,0.0,KGiant
1388059286048170496,62.526681,55.854874,19.64,3.25,-181.1,1.514,-1.2236,0.0492,1.9103,0.0392,-0.4176,0.0,KGiant
1388814302642996992,63.360856,56.2771,33.81,4.57,-337.9,0.985,-1.0112,0.0635,1.8306,0.0497,-0.3641,0.0,KGiant
1388910754724388864,64.487815,56.22697,21.28,4.317,-172.4,1.519,-1.201,0.0446,1.6984,0.0338,-0.3707,0.0,KGiant
946666356032275584,178.770311,20.458983,12.5,1.342,-135.7,1.02,4.3093,0.0253,0.442,0.031,0.2252,0.0,KGiant
946698375011763456,178.623716,19.981215,10.51,1.183,-23.9,0.72,1.2961,0.0263,0.6042,0.0276,0.1238,0.0,KGiant
947127017044451328,178.07391,18.974295,6.64,1.065,38.7,1.167,5.4807,0.0286,-0.2646,0.0333,0.106,0.0,KGiant
947572005719419776,177.384537,20.046807,10.07,1.21,5.2,0.781,1.0906,0.0458,-0.445,0.0526,0.2349,0.0,KGiant
947692372179879424,177.147429,20.718248,13.62,1.659,6.7,1.559,3.8617,0.037,-0.2679,0.0436,0.183,0.0,KGiant
1094748272824312448,151.239378,30.473677,11.8,1.639,74.199,0.952,5.4444,0.0212,-0.3678,0.019,-0.2661,0.0,KGiant
1094885952297103104,150.482543,30.82152,16.24,1.815,-138.5,1.546,3.6232,0.0192,0.2143,0.0129,-0.1462,0.0,KGiant
1089589364265908608,150.482193,29.50732,22.95,3.224,-296.6,1.627,2.4634,0.032,0.7023,0.0203,-0.2254,0.0,KGiant
1096005048974772224,148.691969,29.538276,11.89,1.86,66.199,0.832,5.2892,0.0221,1.3694,0.0145,-0.1817,0.0,KGiant
1095804697342403840,149.990329,29.207762,11.7,1.499,-31.2,1.053,0.3962,0.0254,-0.0936,0.0188,-0.253,0.0,KGiant
1095977904781400320,148.758439,29.811334,9.44,1.737,-159.601,1.585,6.6484,0.0205,0.7077,0.0149,-0.1687,0.0,KGiant
3146916941439811584,212.622817,18.923595,11.54,1.364,80.3,1.067,0.3345,0.0383,-0.9047,0.0474,0.4991,0.0,KGiant
3147037028725894144,212.495566,19.665128,11.08,1.72,215.3,1.376,3.7498,0.0386,-1.1529,0.0457,0.4479,0.0,KGiant
3147007994746337280,212.194821,19.361514,11.7,1.471,97.0,0.914,-0.11,0.0333,-0.4252,0.0415,0.4283,0.0,KGiant
3146977311499871232,212.205744,18.891825,12.74,1.655,91.0,1.355,2.3704,0.0303,-0.7313,0.0411,0.4797,0.0,KGiant
3145690264420747776,211.751201,18.153494,10.3,1.214,55.5,0.741,0.3296,0.0202,-0.7649,0.0244,0.4502,0.0,KGiant
3147252636083753984,211.449255,18.512868,13.9,1.737,115.5,1.416,2.7765,0.0367,-0.8771,0.0551,0.4868,0.0,KGiant
3147451372810088960,210.722021,19.768368,10.1,1.584,58.1,1.61,2.6183,0.0268,-3.3911,0.0366,0.4883,0.312,KGiant
898891441933913856,181.601061,23.407796,6.54,1.293,-55.4,1.924,7.8067,0.0304,-1.16,0.0328,0.2575,0.0,KGiant
897248668482763520,182.235256,22.647741,8.7,1.193,-11.3,0.851,1.1081,0.0302,0.0609,0.0336,0.2877,0.0,KGiant
898778089157204224,181.713334,22.833437,9.23,1.217,-29.5,1.241,0.8209,0.0308,-0.487,0.0363,0.1058,0.0,KGiant
898368280556987264,180.410589,21.647927,11.07,1.259,35.0,0.932,0.7136,0.0298,-0.4057,0.0328,0.1711,0.0,KGiant
3199952812517221376,203.510812,-31.070641,40.42,10.231,44.3,10.555,-0.1326,0.2496,-0.2772,0.2501,0.0459,0.001,KGiant
3200680135162647552,202.038624,-30.273776,30.35,5.408,154.3,3.277,1.5422,0.1535,0.4042,0.1662,0.054,0.0,KGiant
947825236991369344,176.701375,19.559245,24.7,2.525,-97.1,1.145,1.8093,0.0463,0.0031,0.0497,0.2341,0.0,KGiant
947832010155627136,176.835505,19.731608,15.28,2.396,125.4,1.558,3.9686,0.0513,-0.3494,0.0612,0.193,0.0,KGiant
947833826925989248,176.720107,19.737232,32.61,6.077,31.7,3.446,2.5001,0.0967,-0.3455,0.1188,0.1494,0.0,KGiant
947765317903547520,177.185337,19.96695,18.64,3.409,125.7,2.213,3.4767,0.0965,-0.3472,0.1162,0.3464,0.0,KGiant
947610763504184704,177.488791,20.535522,44.45,6.184,67.0,2.98,0.9911,0.1244,0.2844,0.1438,0.1488,0.0,KGiant
1095548682931288064,150.340465,30.553521,33.2,8.031,-83.4,5.683,2.1288,0.1467,0.417,0.1026,-0.1905,0.0,KGiant
1089787963553797632,150.426151,29.025607,17.61,2.578,106.999,1.883,4.786,0.0459,-0.0803,0.0341,-0.1909,0.0,KGiant
1095900694151742976,149.044829,29.329365,52.18,10.142,-128.4,6.293,1.0417,0.134,0.454,0.1019,-0.2439,0.0,KGiant
1095792426616640768,150.061935,29.517916,35.46,7.144,-59.4,5.043,2.1733,0.1128,0.2186,0.0862,-0.1411,0.0,KGiant
1095318227866973824,149.370936,31.277284,35.69,7.051,-238.5,3.47,1.0486,0.1511,0.104,0.0915,-0.0845,0.0,KGiant
3145472556820187648,212.22577,18.224399,34.87,5.775,41.3,2.389,1.7594,0.0977,-0.443,0.1515,0.4002,0.0,KGiant
3146964667116412928,212.365121,18.766293,18.1,3.175,260.7,1.673,2.3087,0.0576,-1.1538,0.0738,0.477,0.0,KGiant
3146978479731053056,212.247189,18.505623,30.81,4.764,175.5,2.335,1.2108,0.0979,-0.5523,0.1114,0.2519,0.0,KGiant
3147189345446018048,211.819266,18.352218,24.08,3.351,266.2,1.474,2.2861,0.0538,-0.9354,0.066,0.4039,0.0,KGiant
3150395246474163712,210.22389,18.3842,37.14,6.378,185.0,3.3,1.5319,0.1533,-0.2952,0.2112,0.4992,0.0,KGiant
3150305906856590336,210.969122,18.681727,41.73,6.668,83.4,1.754,-0.4919,0.1118,-1.3666,0.1459,0.4967,0.019,KGiant
3147276962778485760,211.077191,18.509809,12.62,1.527,65.3,0.617,0.4463,0.0382,-0.5736,0.0488,0.5303,0.0,KGiant
3147217619213373440,211.748079,19.112111,32.0,4.717,-12.2,1.926,1.0977,0.0844,-0.3957,0.1203,0.3593,0.004,KGiant
898797399330087552,181.61781,23.333106,25.15,3.933,25.3,3.413,2.2824,0.1142,0.0686,0.1193,0.295,0.0,KGiant
898819286483284480,181.268707,23.210027,15.85,2.185,-37.3,0.977,1.0512,0.0857,-0.2484,0.0734,0.4304,0.0,KGiant
899889592332758528,179.986631,22.251471,23.66,3.369,47.5,1.799,2.6543,0.0609,-0.3843,0.072,0.1037,0.0,KGiant
898366974886851328,180.513849,21.647434,61.32,7.185,42.7,3.587,0.7292,0.1464,-0.0398,0.1539,0.1917,0.002,KGiant
899682708052463104,180.511428,22.229237,27.87,5.193,-5.4,2.26,1.7846,0.1416,0.2211,0.162,0.1572,0.0,KGiant
900026790767957376,179.453617,23.047169,14.07,2.258,43.9,1.392,1.0992,0.054,0.7443,0.053,0.1237,0.0,KGiant
899618695859621248,180.795801,22.352495,25.06,4.808,81.7,2.635,3.1149,0.0975,-0.2822,0.1008,0.0914,0.0,KGiant
899794755159443840,179.896407,23.516696,30.79,8.168,75.7,5.846,2.6915,0.1661,-0.2354,0.2005,0.1309,0.0,KGiant
3733961214713323520,307.778832,71.668202,5.1,1.454,73.9,3.232,-3.8394,0.031,-8.5349,0.0271,-0.3485,0.0,KGiant
3734404317899427840,308.297142,72.143424,31.63,2.928,-53.2,1.794,-1.8397,0.0557,-0.7149,0.0411,-0.2576,0.999,KGiant
3734428644594201088,308.658283,72.4086,19.45,2.239,308.0,1.592,-0.1821,0.059,-2.3144,0.0432,-0.2615,0.0,KGiant
3733929535034479616,306.271677,71.406017,42.29,2.953,123.5,3.851,-1.5021,0.0585,-0.2463,0.0408,-0.1618,0.999,KGiant
3734676515746671616,303.800193,71.864875,10.35,1.879,215.099,1.722,-4.2898,0.0496,-1.771,0.0501,-0.3589,0.0,KGiant
3734800863639739904,306.53283,72.355984,13.68,1.672,194.4,1.16,-2.5455,0.0377,-1.7044,0.036,-0.36,0.0,KGiant
3734731972364365824,303.494764,72.137656,17.88,2.823,20.7,3.37,-2.7705,0.0647,-1.4123,0.0586,-0.5005,0.037,KGiant
3734750698421729280,302.81206,72.339745,12.83,1.748,137.0,1.762,-2.6989,0.0418,-2.0711,0.0357,-0.2713,0.0,KGiant
3734842267124357632,303.444596,72.344144,9.82,1.754,21.299,2.464,-7.2693,0.0418,-5.0148,0.0371,-0.3771,0.0,KGiant
3734706752316309504,301.703834,71.746995,8.55,1.302,139.299,1.493,-8.3696,0.032,-3.1308,0.0266,-0.4143,0.0,KGiant
3734696444394827776,302.470395,71.821104,12.43,2.009,-105.7,2.032,-1.3456,0.0613,-2.7353,0.0554,-0.3113,0.0,KGiant
3734929747018768384,302.004322,72.195418,9.74,1.939,-55.3,1.774,-1.4896,0.0508,-6.0051,0.0489,-0.5032,0.0,KGiant
3734911879954759680,300.388818,72.025028,11.54,2.031,178.8,1.878,-0.8308,0.0307,-2.8737,0.026,-0.3331,0.0,KGiant
3735162328087331840,302.126443,73.310687,13.16,2.274,209.3,1.27,-3.563,0.0473,-2.474,0.038,-0.3842,0.0,KGiant
3735013172463496704,301.276576,72.724337,16.31,2.833,75.4,1.915,-1.4173,0.0424,-3.1621,0.0406,-0.48,0.0,KGiant
3735170986741434368,302.878058,73.459302,9.63,1.569,-39.7,1.735,-1.4174,0.0308,-5.2723,0.0322,-0.3679,0.0,KGiant
3735299079846115328,307.541596,73.227416,15.36,2.835,154.599,1.531,-3.6732,0.0569,-1.5189,0.0559,-0.3359,0.0,KGiant
3735208473216113152,308.513895,72.622926,10.74,1.547,241.0,1.186,-3.2154,0.0374,-1.5778,0.0318,-0.2389,0.0,KGiant
3734458537566587392,309.100288,72.59025,11.48,2.186,-170.5,2.139,-0.7632,0.0461,-4.17,0.0439,-0.4103,0.0,KGiant
1237914032607413760,23.782162,63.691937,6.86,0.942,-33.002,1.741,-3.4116,0.0296,9.0726,0.0297,0.2959,0.0,KGiant
1238302297650941440,24.80347,63.531021,8.11,1.945,-70.899,1.948,-4.1314,0.0276,-0.3583,0.0253,0.0919,0.0,KGiant
1237874793786185216,22.825983,63.737483,15.95,4.313,-115.3,3.636,-2.83,0.0755,-0.5445,0.0851,-0.228,0.0,KGiant
1240928206296055296,24.524762,63.686387,10.17,1.751,-151.499,1.56,-5.5215,0.0272,-0.4784,0.03,0.2214,0.0,KGiant
1240955762806194176,23.755076,64.315075,15.46,2.91,40.6,2.832,-1.4847,0.0326,-0.6966,0.0302,0.1709,0.0,KGiant
1240826948147027456,22.157429,64.799841,11.69,1.499,-102.199,2.182,-2.7559,0.0299,-2.2543,0.0301,0.1887,0.0,KGiant
1239539729268706816,21.895325,65.47504,7.95,1.79,-127.6,2.163,-5.6766,0.027,1.0379,0.0273,0.0971,0.0,KGiant
1241094163832565760,22.348914,65.60148,12.89,2.723,-173.0,1.773,-5.2979,0.0211,0.9477,0.0211,0.0628,0.0,KGiant
1241919587827497216,24.634757,65.869577,14.1,2.384,-25.9,2.9,-2.9858,0.0321,2.0398,0.0279,0.3126,0.0,KGiant
1241146665512866304,23.476571,65.670911,16.98,3.625,-147.1,2.767,-1.3173,0.0459,-0.3266,0.0447,0.295,0.0,KGiant
1241148658377689600,23.743353,65.574484,13.07,1.735,178.1,1.981,-5.5522,0.0181,4.4554,0.0154,0.1552,0.0,KGiant
1241213563923581440,25.451725,64.633376,10.4,1.949,-198.8,2.479,-0.4053,0.034,0.2858,0.0306,0.4215,0.0,KGiant
