EDR3,l, b, d, ed, rv, erv, pml, epml, pmb, epmb, pmlpmbcorr, pmem, type
3830749024282130432,244.189288,44.014217,42.35,9.054,43.698,2.566,-6.6536,0.1691,-8.9651,0.1883,0.332,0.573,KGiant
3794153154141927424,268.342597,56.927061,18.78,4.374,147.0,3.842,-0.1494,0.0844,-2.9402,0.0764,0.0647,0.0,KGiant
3696323419866199040,296.749627,63.651655,19.17,4.494,122.7,6.411,-2.4946,0.1253,-3.3473,0.1032,-0.5207,0.0,KGiant
3689059354562197504,310.123788,62.026082,16.05,4.129,-169.501,4.684,-3.5427,0.1171,-0.9374,0.0865,-0.6581,0.968,KGiant
3662290988069621248,329.782101,59.617644,34.38,6.701,86.5,4.602,-1.265,0.2056,-0.4749,0.1651,-0.428,0.0,KGiant
3660547304362743808,337.57584,57.989784,6.69,1.644,-99.099,2.527,-0.9228,0.0424,-3.0504,0.0348,-0.2111,0.0,KGiant
3654414842682492416,346.809323,55.672304,62.81,3.444,59.0,2.071,-0.9012,0.0724,0.2038,0.0736,-0.1261,0.998,KGiant
3654841624993130496,352.599618,52.852305,40.04,7.283,2.4,4.128,-1.1821,0.1242,0.545,0.1236,-0.2426,0.799,KGiant
3698359096925479424,283.801394,61.433376,30.51,10.805,-13.4,8.215,-1.0028,0.2187,-1.1191,0.1638,0.0905,0.808,KGiant
3794285301696130048,273.722983,56.977863,31.01,6.28,30.8,5.096,0.5337,0.1513,-0.9759,0.1159,0.4248,0.0,KGiant
1030278369872805760,164.747169,37.273062,24.56,6.796,-29.9,3.632,0.5176,0.159,-2.135,0.1407,0.0785,0.0,KGiant
5181607395260572672,187.264194,-50.293392,21.19,4.042,41.9,5.977,2.7113,0.0776,0.4747,0.0746,-0.0749,0.0,KGiant
3844501539628778496,231.443121,35.583994,30.58,7.486,229.0,7.637,1.3533,0.1546,-1.0162,0.1715,0.2882,0.0,KGiant
1682278289718867968,123.621081,49.385807,12.55,1.295,-97.701,0.783,3.5869,0.0376,2.0576,0.0349,0.0058,0.0,KGiant
3807925774230281216,250.690237,51.312891,18.83,3.272,414.7,5.123,1.0528,0.0876,-3.5933,0.0962,0.1168,0.0,KGiant
3893534986519447552,280.785855,64.611892,55.75,3.827,74.4,1.383,-0.1926,0.0749,-0.711,0.0523,0.1081,0.0,KGiant
3700375944848467968,289.826002,64.007984,37.17,4.311,38.9,1.469,-1.131,0.0555,-0.8306,0.0433,-0.0924,0.96,KGiant
3692502513879919616,312.977098,65.668169,29.69,3.034,19.2,1.124,-1.1441,0.0738,-0.3839,0.0548,-0.3907,0.0,KGiant
3691737734823419392,317.594268,65.168784,45.7,3.114,29.2,1.252,-1.3893,0.0629,-0.2005,0.0515,-0.6318,1.0,KGiant
3712210710052008960,322.690678,63.569602,37.33,6.179,50.2,1.373,-1.1048,0.0861,-0.2886,0.0678,-0.5756,0.014,KGiant
3715760105385197568,318.481364,65.123822,43.46,2.819,63.7,1.159,-1.195,0.056,-0.3725,0.055,-0.5195,0.929,KGiant
3712420819852455936,321.949048,63.901823,31.77,2.925,49.9,1.585,-1.2574,0.0745,-0.1917,0.0572,-0.4277,0.0,KGiant
3711689094863706112,328.922073,62.389452,51.18,3.076,38.9,1.485,-1.2853,0.0467,-0.1068,0.0351,-0.4607,1.0,KGiant
3713339702335114752,332.312043,63.137528,36.46,4.141,43.5,1.589,-1.2031,0.0945,-0.0581,0.0687,-0.4482,0.006,KGiant
3664821209138916352,333.162028,60.972846,49.04,3.831,23.8,1.31,-1.2555,0.0603,0.0053,0.043,-0.4499,0.999,KGiant
3665660411388748800,336.497819,62.048927,50.25,2.799,39.7,1.295,-1.0487,0.0551,0.0392,0.044,-0.4704,0.943,KGiant
3665382578544343552,336.929734,61.260574,50.82,2.99,48.2,1.53,-1.0443,0.0542,-0.0254,0.0434,-0.4372,0.855,KGiant
3661211306306655232,339.215876,58.938267,51.74,4.105,27.0,1.643,-1.2466,0.0633,0.1492,0.0532,-0.3544,0.999,KGiant
3670587494791595008,343.746154,59.842753,32.96,2.499,24.2,1.275,-1.0972,0.0623,0.2143,0.0569,-0.2505,0.0,KGiant
3667491304407509504,344.199837,58.940946,42.46,3.03,4.0,1.386,-1.3064,0.0509,0.171,0.0479,-0.2126,0.888,KGiant
3666510265157580800,347.013236,56.379032,54.11,3.037,51.0,1.44,-1.1355,0.0566,0.2392,0.0546,-0.2077,0.998,KGiant
3670943186803195392,342.876884,61.291067,26.11,2.523,30.2,1.429,-1.2526,0.0525,0.2696,0.0506,-0.2766,0.0,KGiant
3668018481577937408,346.552577,59.465813,47.11,3.54,-5.1,1.427,-1.1739,0.0688,0.2799,0.0688,-0.197,0.99,KGiant
1158878284944817664,357.679326,55.12132,32.6,4.135,41.3,1.618,-0.9304,0.06,0.3936,0.0608,-0.1502,0.0,KGiant
1157895974384683520,359.186734,53.261175,48.56,2.862,4.3,1.424,-1.0707,0.0436,0.5342,0.0472,-0.0617,0.978,KGiant
1158127765179732480,0.894209,52.936937,48.42,6.715,18.8,2.157,-0.8929,0.1076,0.2992,0.1231,-0.1909,0.011,KGiant
1664495819443369472,113.435653,53.903717,27.92,8.519,-83.2,7.387,1.4174,0.1019,1.9175,0.0881,0.2016,0.0,KGiant
1597759964763563008,85.438326,49.616371,22.64,3.898,-216.4,2.865,-0.1338,0.0562,1.5717,0.0573,-0.1267,0.0,KGiant
1406656391360593408,70.798122,43.70561,58.6,4.615,-101.0,1.987,-0.2075,0.0536,0.5274,0.0459,-0.2534,0.0,KGiant
6904017580220302336,40.202632,-29.460711,29.14,5.435,-112.3,6.645,-0.7236,0.1347,-0.3065,0.1555,-0.4531,0.0,KGiant
6907309273220233216,40.158502,-28.111414,13.79,2.353,-275.199,2.187,-4.5903,0.0404,-0.8056,0.0437,-0.3483,0.0,KGiant
3263984104815049728,184.937054,-44.162708,70.62,15.392,64.0,5.291,0.8436,0.2604,0.2437,0.2788,-0.0545,0.013,KGiant
1403019275615198720,77.45319,48.349009,19.99,4.832,-89.1,4.891,-0.7616,0.0884,3.102,0.0876,-0.2418,0.0,KGiant
3648838772542224896,348.461777,50.478491,31.14,4.261,74.4,1.853,-1.1118,0.0718,0.2304,0.0798,-0.1206,0.0,KGiant
1045175966450342016,157.649347,48.176259,25.54,5.735,-214.7,4.869,1.7976,0.0742,1.5484,0.0628,0.1421,0.0,KGiant
1659004789655171328,110.043577,57.348003,22.2,5.689,-109.0,5.546,1.2573,0.0941,1.6324,0.0956,0.0573,0.0,KGiant
6917506766826577920,48.877316,-28.740201,30.86,8.916,-113.3,7.26,-1.7494,0.1331,-1.0336,0.1796,-0.3726,0.0,KGiant
2689218941176137728,50.597969,-32.515284,18.07,2.603,-0.8,2.121,-1.2957,0.0631,-2.1034,0.0742,-0.3405,0.0,KGiant
1511962358029639680,96.645651,61.424993,13.65,2.369,-25.4,1.958,1.2968,0.029,2.5771,0.0289,-0.0893,0.0,KGiant
877982647783894912,189.890408,28.203217,25.26,3.398,-11.5,2.837,2.817,0.0393,-0.3061,0.0552,0.2833,0.0,KGiant
3264663091900261888,184.113908,-41.658459,25.17,3.585,181.0,2.49,1.797,0.0807,0.3951,0.0822,0.0438,0.0,KGiant
3265893067454552064,181.741489,-45.245919,24.04,3.453,-125.0,1.939,1.4732,0.0676,-1.1909,0.0689,0.1774,0.954,KGiant
3266293388471043584,179.232141,-47.983044,20.9,2.499,-152.4,1.51,1.7423,0.0684,-1.6656,0.0611,0.215,0.969,KGiant
2497835228530594816,176.130972,-50.356811,24.34,7.285,27.0,6.596,0.9273,0.1249,0.6735,0.1222,0.0378,0.0,KGiant
2498368977001604096,174.168503,-49.053353,22.87,4.563,140.0,3.245,3.1209,0.1157,0.0833,0.1231,0.1769,0.0,KGiant
2500093006938930688,169.374791,-54.150152,26.07,4.909,-158.7,2.121,1.4572,0.0817,-2.2922,0.0801,0.1861,0.992,KGiant
2499949009570468352,167.86835,-54.931409,25.46,4.285,-153.8,4.424,1.3108,0.1075,-2.2661,0.0994,0.1707,0.995,KGiant
2500908917581214208,164.509347,-55.967539,22.07,3.769,-146.3,2.539,1.1179,0.0966,-1.5939,0.0923,0.2472,0.834,KGiant
2501154344897096192,164.438196,-54.549092,29.71,5.371,-155.5,2.853,1.1253,0.1172,-1.836,0.1182,0.2547,0.996,KGiant
2494681661678522880,165.139974,-56.43181,10.56,2.716,-180.699,2.745,1.6659,0.075,-4.2798,0.0646,0.2332,0.465,KGiant
2494711687794499072,164.631498,-56.233459,37.81,8.889,-134.0,4.293,0.8708,0.1757,-1.6719,0.1756,0.2471,0.976,KGiant
2513070920638244864,162.868818,-55.275166,18.64,3.796,-139.8,2.529,1.0875,0.0741,-1.8541,0.0644,0.2736,0.498,KGiant
2506528242338061312,160.744892,-57.812264,24.66,2.974,-138.1,1.3,0.8407,0.0727,-1.6808,0.0703,0.2665,0.938,KGiant
2507240352210589184,160.675621,-56.759708,25.36,4.362,-149.1,1.6,0.9346,0.0769,-2.3207,0.0672,0.2988,0.998,KGiant
2507057352244032000,161.286462,-56.490606,25.79,3.786,-140.5,1.408,1.0272,0.0933,-1.8383,0.0893,0.3519,0.996,KGiant
2509193909495200768,151.704014,-59.90544,16.31,2.452,-170.4,1.855,2.0685,0.0569,-2.329,0.0408,0.4395,0.0,KGiant
2509707828102123520,145.969335,-61.485339,25.51,2.553,-147.8,0.949,0.4064,0.0415,-2.4129,0.0261,0.4855,1.0,KGiant
2533881617735303680,141.881912,-62.07422,18.8,4.086,-205.4,3.723,1.4123,0.1018,-2.4702,0.0685,0.4812,0.002,KGiant
2558354929798908928,141.738692,-60.40227,25.35,2.894,-164.7,1.814,0.121,0.0644,-2.534,0.0345,0.5763,0.998,KGiant
2535186982851084288,138.513761,-60.64251,18.31,3.326,-169.0,2.101,0.1602,0.103,-2.7879,0.0777,0.5447,0.939,KGiant
2535768761941374976,126.551847,-63.804846,17.22,3.063,-169.599,2.726,-0.8156,0.0819,-2.9696,0.0629,0.3228,0.886,KGiant
2544960576070555136,101.211685,-62.168417,17.95,3.405,-93.9,2.466,0.4822,0.0914,-3.2776,0.072,0.0645,0.0,KGiant
2545876847213486080,99.748302,-60.919299,25.49,4.622,-191.4,3.498,0.2894,0.1466,-0.2395,0.1295,0.1825,0.0,KGiant
2738366698621495296,99.533115,-59.680565,25.44,5.0,-162.799,4.19,-2.6601,0.1486,-2.4779,0.1028,-0.1674,0.956,KGiant
2642216468356799488,92.910371,-59.658853,38.86,7.263,-283.3,3.741,-0.4088,0.1651,-1.1141,0.1337,-0.2352,0.395,KGiant
2674900379204502528,54.865198,-38.226184,11.2,1.942,-20.6,1.854,-2.6754,0.0346,-2.5589,0.039,-0.4184,0.0,KGiant
1729554193041960448,50.346733,-28.379227,24.14,3.175,-280.1,1.798,-1.6071,0.0549,-0.4044,0.0693,-0.3097,0.0,KGiant
4227182850826271232,47.149742,-26.120635,31.04,5.299,-276.1,6.379,-1.7434,0.1211,-0.529,0.1238,-0.2526,0.0,KGiant
4226501256695610368,45.003008,-24.133957,37.04,7.27,-142.2,6.602,-1.0937,0.1394,-0.3178,0.1542,-0.3689,0.0,KGiant
4228199594139018752,46.704293,-24.384808,39.34,5.183,-136.7,2.631,-0.7731,0.0806,-0.1432,0.0916,-0.234,0.0,KGiant
2545270707069892608,106.280958,-61.869714,17.7,2.522,-163.499,1.508,-2.1024,0.1343,-2.6392,0.0669,-0.3582,0.943,KGiant
2545584239682541056,106.099495,-60.954826,100.8,8.627,-224.6,3.665,-0.0696,0.1193,-0.2379,0.0937,-0.0863,0.602,KGiant
2549078315835891200,120.331092,-62.284471,26.18,4.035,-172.099,2.665,-1.1021,0.1097,-2.664,0.0953,0.3847,0.987,KGiant
2542546426494020608,114.609384,-63.526541,10.21,1.78,-171.2,1.639,2.1884,0.0448,-4.3718,0.0317,0.196,0.0,KGiant
2542966783532818944,117.059474,-62.871604,27.01,4.82,-155.299,3.587,-1.0593,0.1272,-2.5124,0.1188,0.4041,0.984,KGiant
2544297811078467072,113.549793,-61.315268,19.49,2.856,-171.299,1.929,-1.6932,0.1131,-2.9912,0.0853,0.4635,0.988,KGiant
2543994758185799680,113.160517,-62.090552,48.8,9.714,-164.2,4.697,0.3468,0.1352,-1.1941,0.1104,0.2929,0.136,KGiant
2544108007883513856,113.840741,-61.431751,17.76,2.688,-163.3,2.118,0.9689,0.0782,-2.7993,0.0623,0.3009,0.0,KGiant
2544184595739057152,114.923597,-61.501331,16.07,2.24,-274.1,1.736,1.0621,0.0402,-3.8487,0.031,0.0717,0.0,KGiant
2542968398440478208,116.210678,-63.011143,22.7,3.824,-8.1,2.595,1.9241,0.0723,-1.8316,0.0633,0.3566,0.0,KGiant
2542484024912771072,115.221501,-63.655418,24.51,8.329,-144.899,5.513,-1.1772,0.1444,-2.6283,0.1081,0.2766,0.929,KGiant
2542822266474018304,114.048243,-62.778791,21.02,3.033,-186.1,1.791,0.7918,0.049,-2.3692,0.037,0.2973,0.0,KGiant
2543580963856397312,111.880993,-62.458051,30.61,4.67,-162.699,2.692,-1.5355,0.1281,-2.5552,0.1023,0.3167,0.99,KGiant
2543993005839145984,113.267078,-62.165303,36.12,6.363,-77.2,5.632,0.191,0.2572,-1.0243,0.1868,0.1974,0.437,KGiant
2543260898597436416,115.392231,-62.154011,48.89,9.016,-152.8,5.288,0.4048,0.1601,-0.7851,0.142,0.3112,0.011,KGiant
2677611912317424128,62.356236,-45.662106,14.37,2.398,-198.999,1.475,-5.1126,0.0551,-3.7448,0.0553,-0.0956,0.0,KGiant
2677873561725088768,62.836759,-44.908467,26.42,3.969,-78.7,2.773,-0.8383,0.0906,-1.9416,0.0886,-0.0563,0.0,KGiant
2679233103557367808,64.829045,-44.516925,41.12,10.46,-110.7,4.998,-0.3218,0.2779,-0.3026,0.2849,0.016,0.004,KGiant
2678499252560782848,65.279937,-44.92687,18.63,2.319,-171.199,2.519,-2.7149,0.0729,-1.567,0.0744,0.2009,0.011,KGiant
2678490353388577280,65.59898,-45.180666,9.28,1.97,-65.7,1.56,-2.9374,0.0481,-3.9026,0.0477,-0.0641,0.0,KGiant
2677643969953323008,62.743697,-45.642097,14.5,2.445,-53.0,1.959,-1.3895,0.0766,-3.5506,0.0826,-0.1902,0.0,KGiant
2678052438522996224,63.785926,-45.709099,9.42,1.869,-107.1,2.597,-2.2709,0.0447,-3.9326,0.0425,-0.0078,0.0,KGiant
2677645236968182784,62.957725,-45.837692,20.86,2.616,-106.5,1.617,-1.221,0.0737,-1.8214,0.0676,-0.1437,0.0,KGiant
2677600951560914944,63.188774,-45.891155,18.35,3.843,-369.999,2.297,-3.1866,0.0718,-1.6607,0.0722,-0.1043,0.0,KGiant
2678311815892655104,63.448848,-44.832341,20.26,3.589,-300.9,1.518,-2.2882,0.0866,-1.9686,0.0884,0.0002,0.0,KGiant
2678370605405584896,64.481982,-44.777282,30.15,6.241,-125.2,5.965,-0.7715,0.1612,-1.2832,0.1778,-0.004,0.0,KGiant
2629910626843546624,63.321046,-46.485894,32.16,9.205,-60.1,5.924,-0.5994,0.2619,-1.5721,0.2814,-0.2534,0.0,KGiant
2678236052669358592,63.308609,-45.361313,25.74,4.316,-113.8,1.754,-1.5705,0.0989,-1.7892,0.0993,0.0574,0.0,KGiant
2677829031504150528,62.434464,-45.090263,15.46,2.543,-71.3,1.755,-0.6762,0.0502,-4.069,0.0542,-0.0963,0.0,KGiant
2679316808175532032,64.854653,-43.937602,38.32,3.708,4.6,3.479,0.1031,0.0682,-1.9023,0.0641,-0.0508,0.0,KGiant
2679249390073769984,65.039375,-44.408577,15.61,2.745,27.3,1.505,0.9951,0.0836,-3.3335,0.0759,0.0313,0.0,KGiant
2680834237301342208,57.185401,-39.480023,32.03,6.94,-69.5,6.145,-1.8683,0.1794,-2.1533,0.1776,0.0024,0.0,KGiant
2500680008708860928,165.9245,-55.554897,25.98,5.737,-156.5,2.102,1.146,0.1238,-1.6669,0.1096,0.2037,0.989,KGiant
2494703033435768832,164.535592,-56.440146,30.35,4.483,-155.2,1.987,1.2858,0.1358,-1.7471,0.123,0.2248,0.994,KGiant
2513151051843549696,163.260985,-55.092837,24.09,4.623,-134.4,2.138,0.858,0.1371,-1.5572,0.1213,0.2315,0.875,KGiant
719879816376923264,183.395704,40.060986,22.06,4.727,-52.1,4.853,2.6801,0.0826,0.4473,0.076,0.3441,0.0,KGiant
1391746597075451648,65.626387,58.249928,20.04,5.565,-29.6,6.227,-1.4008,0.0614,2.3961,0.0492,-0.2906,0.0,KGiant
804497818936646272,178.704597,57.370735,23.75,5.34,-83.901,4.294,3.4359,0.0719,-2.5812,0.0737,-0.0423,0.069,KGiant
1296790612532930560,66.667866,60.705884,36.01,3.991,-42.7,2.176,-0.2761,0.0393,1.2635,0.0339,-0.2562,0.0,KGiant
2681314071047997952,58.186144,-38.34025,62.2,6.333,-52.0,4.262,-0.4226,0.1121,-0.7744,0.1185,-0.1671,0.0,KGiant
2681673920587630080,59.533955,-39.06735,12.28,1.385,-4.098,0.871,-8.3125,0.0397,-2.1869,0.0409,-0.096,0.065,KGiant
2680508781859300352,58.567106,-40.665798,24.46,4.457,-33.099,2.827,-4.7822,0.1173,-1.9365,0.1309,-0.4467,0.0,KGiant
2678987431428426752,63.052419,-43.399723,43.24,6.716,-127.1,3.427,-0.5563,0.1297,-0.8798,0.124,0.0343,0.0,KGiant
2642590542827474944,88.325527,-58.486846,22.08,3.824,-173.299,2.23,-3.2017,0.0927,-2.1427,0.073,-0.1986,0.98,KGiant
2643017114684196864,90.044602,-57.7314,29.54,5.489,-9.0,2.945,0.0283,0.1179,-1.0251,0.1002,-0.2815,0.0,KGiant
2546586822487592448,101.295438,-59.756585,18.76,2.727,-118.2,1.569,0.6979,0.1022,-2.9066,0.0647,-0.1777,0.0,KGiant
2546412996571569152,104.955527,-60.358397,41.24,6.247,-18.7,3.978,0.7129,0.1626,-1.2532,0.1133,-0.125,0.0,KGiant
2541907266640638976,109.918581,-63.372905,20.88,2.956,-157.199,1.528,-1.4215,0.0583,-2.6863,0.043,0.0732,0.99,KGiant
2530993376783523840,119.400186,-63.18528,8.65,2.312,140.599,1.967,6.9893,0.0563,-4.5653,0.0509,0.3639,0.0,KGiant
2543122708024846336,118.236358,-62.245219,20.95,3.505,-223.6,1.975,1.2178,0.0814,-2.4573,0.0714,0.3478,0.0,KGiant
2536217740642840576,128.550671,-62.950229,59.44,9.492,15.3,6.326,0.8816,0.184,-1.1882,0.1584,0.2717,0.272,KGiant
2536265565102780416,131.310306,-62.771453,26.27,4.417,-169.899,3.839,-0.3866,0.1158,-2.9069,0.0923,0.6195,0.994,KGiant
2534941409505675264,135.127679,-61.260001,28.48,3.194,-161.1,2.046,-0.3224,0.0682,-2.758,0.0488,0.5002,0.997,KGiant
2533915432013365760,140.591728,-62.302054,9.37,3.077,-78.0,2.084,3.7895,0.0604,-3.4885,0.0416,0.4934,0.0,KGiant
2534115332676178944,141.75105,-60.979001,17.04,4.077,-166.999,3.293,0.2509,0.0953,-3.9095,0.0533,0.5,0.973,KGiant
2509913196258423296,145.378834,-61.432539,23.45,3.983,-172.8,1.632,0.3599,0.0912,-2.4788,0.0536,0.4879,0.994,KGiant
2507466366274596864,156.473161,-58.856246,29.6,5.454,-157.0,3.32,0.8421,0.1724,-1.6935,0.1416,0.3358,0.993,KGiant
2507918682165371392,156.014964,-57.39165,23.03,2.872,-151.0,1.298,0.8281,0.0771,-2.4738,0.0763,0.2243,0.998,KGiant
2507860884790155264,156.095044,-57.660893,26.31,5.85,-147.3,3.241,0.6747,0.1336,-2.4762,0.1244,0.3264,0.992,KGiant
2494770687760757760,163.374611,-57.336104,28.95,4.747,-215.8,1.693,1.6218,0.0739,-0.6202,0.0614,0.3267,0.0,KGiant
2506885519192461824,161.70321,-56.996687,35.4,5.704,-157.0,5.599,0.9899,0.0813,-1.8197,0.0789,0.2259,0.997,KGiant
2501500038224631808,164.731805,-54.065163,28.86,5.565,-139.3,2.682,1.1999,0.1173,-2.1215,0.1113,0.2267,0.996,KGiant
2500474743632209920,167.544018,-53.628747,120.29,5.351,-117.2,3.927,0.3707,0.1619,-0.0592,0.145,0.2828,0.243,KGiant
2498616431542323712,172.458752,-51.243681,25.91,4.407,-124.6,1.944,1.3288,0.0892,-1.4825,0.089,0.1023,0.994,KGiant
2498572760314771456,173.273163,-50.953425,34.32,5.459,-116.6,2.479,1.1417,0.0972,-1.1882,0.0864,0.1033,0.999,KGiant
2498040841500216320,175.788612,-49.465791,21.08,2.911,-144.6,1.519,1.6425,0.0739,-1.9237,0.0855,0.1783,0.992,KGiant
3266720209436277760,178.103879,-46.900776,56.71,3.242,-56.7,1.528,1.0969,0.0573,-0.0118,0.0537,0.0779,0.0,KGiant
2688026658254753792,53.908601,-33.964755,22.56,2.907,-184.1,2.719,-1.0347,0.0517,-1.1405,0.0598,-0.3307,0.0,KGiant
2498120830971200000,174.941641,-50.193854,13.52,2.781,288.7,2.268,2.1788,0.0663,0.8965,0.0601,0.2048,0.0,KGiant
2497527090396623360,175.42511,-50.621835,16.14,3.036,-150.6,1.326,1.9005,0.0712,-2.0964,0.0717,-0.0458,0.71,KGiant
2497903814863505408,175.496731,-50.471023,12.57,2.91,-49.8,1.379,4.0034,0.0357,0.0037,0.0346,0.0309,0.0,KGiant
2497748023514761216,174.503153,-51.264431,29.36,6.157,23.8,1.987,1.4801,0.1166,0.2347,0.1199,0.1926,0.0,KGiant
2497785686083054080,174.541363,-50.687094,24.04,2.998,-166.0,1.562,1.8133,0.043,-2.4043,0.0406,0.1246,0.998,KGiant
2498181437254145024,174.242579,-50.472384,32.33,6.765,-120.9,2.533,0.893,0.1581,-1.4574,0.1523,0.1529,0.991,KGiant
2497751115891257344,174.400455,-51.18327,65.91,11.757,-80.4,4.716,0.8246,0.2102,-0.297,0.2093,0.3029,0.305,KGiant
2497775653039459840,174.444315,-51.007552,35.46,5.3,-130.5,1.998,1.3354,0.1238,-1.4109,0.1405,0.2574,0.996,KGiant
2497807465861796864,174.066971,-50.676,30.56,8.2,-122.9,2.886,1.0045,0.1832,-1.3834,0.174,-0.0012,0.979,KGiant
2497752322777086976,174.336272,-51.284968,24.14,1.991,-128.2,0.62,1.1859,0.0525,-1.3648,0.0564,0.173,0.788,KGiant
2498545272523806720,173.108536,-51.30303,21.13,3.957,-152.9,1.467,1.4752,0.1181,-2.0417,0.0999,0.1353,0.988,KGiant
2498411406983108608,173.530621,-51.862481,16.82,4.518,-177.6,2.035,2.1138,0.0873,-2.7713,0.0854,0.0922,0.936,KGiant
2498495382184172032,172.470675,-52.083674,29.07,7.083,-160.9,3.039,1.6301,0.1386,-1.9474,0.1414,0.2376,0.942,KGiant
2498845851515122688,172.114423,-50.837306,21.31,3.674,12.1,1.481,2.4851,0.1184,-0.1842,0.1163,-0.0035,0.0,KGiant
2498600080601889792,172.800988,-51.206057,26.58,2.793,-126.6,1.502,1.4137,0.0548,-1.6928,0.0521,0.1927,0.999,KGiant
2498214736136111616,174.199257,-50.201449,38.98,8.449,-96.5,3.748,1.1629,0.2307,-0.9556,0.2236,0.2178,0.953,KGiant
2498219679643278336,174.04373,-50.157296,31.69,6.762,-159.5,3.256,1.4902,0.1941,-2.0403,0.2015,0.2227,0.973,KGiant
2498151514217552896,174.770257,-50.01071,68.48,7.548,-113.3,2.803,1.1095,0.1406,-0.0885,0.1518,0.1736,0.03,KGiant
2499104790798834176,173.718252,-49.370375,28.8,4.996,-145.8,1.334,1.6247,0.0841,-1.985,0.0794,0.1519,0.993,KGiant
2498329738180401152,174.35415,-49.41533,28.1,3.486,-124.6,0.704,1.1495,0.0591,-1.0851,0.0562,0.0547,0.967,KGiant
3736653231494701568,319.467408,73.99874,48.87,2.696,-96.8,2.371,-1.4675,0.0619,-0.3016,0.0707,-0.401,1.0,KGiant
1184818375584036864,10.613748,59.987401,10.32,1.449,-68.8,1.237,-5.5545,0.0318,-0.8328,0.0291,0.0169,0.0,KGiant
927463209357599104,172.905209,28.138597,25.55,6.498,112.8,6.806,3.1567,0.1079,-0.0305,0.1316,-0.1554,0.0,KGiant
3966932777857089024,238.589029,64.918612,22.73,5.903,1.2,7.439,1.1667,0.1401,-1.7049,0.1575,0.1752,0.0,KGiant
3931378664919644672,305.21293,78.015248,39.24,4.351,-22.8,2.006,-1.369,0.0817,-0.5653,0.0844,-0.3684,0.997,KGiant
3721495879590035456,338.272144,66.365107,29.16,5.162,-51.5,1.649,-1.6234,0.0971,0.1183,0.0789,-0.4349,0.081,KGiant
1298571851433752320,39.04321,42.428072,20.4,5.184,-85.7,5.71,-1.8446,0.0866,-0.8399,0.0842,-0.2174,0.0,KGiant
2293111837091401216,109.668862,25.47805,12.26,2.25,-178.6,2.493,1.7426,0.0358,-0.9616,0.0385,-0.083,0.0,KGiant
2294671563055293440,110.916425,25.331775,24.24,4.024,-219.3,2.669,1.4637,0.0476,1.7729,0.0462,-0.0594,0.0,KGiant
2880142744428505088,111.232114,-25.176462,20.73,2.109,-71.9,2.215,1.8666,0.0375,-0.8378,0.0261,-0.2944,0.0,KGiant
2878816969628023808,110.280896,-25.140057,18.85,3.162,-198.4,4.242,2.0578,0.0799,-1.5614,0.0551,-0.316,0.0,KGiant
2878856006586293248,109.97649,-25.213639,52.44,2.998,-60.4,4.863,0.5619,0.0501,-0.6078,0.037,-0.1805,0.0,KGiant
2878739973750255616,109.153708,-25.370356,17.78,3.287,-172.6,3.556,1.3739,0.0626,-0.363,0.0457,-0.403,0.0,KGiant
2879708952731712512,109.787649,-24.238155,21.9,2.02,-63.4,2.313,1.6202,0.0426,0.1338,0.0298,-0.2612,0.0,KGiant
2879683006832981504,110.080534,-24.254731,16.7,2.737,-61.801,2.723,2.4656,0.0632,-0.9306,0.0551,-0.0987,0.0,KGiant
2880431572389034496,110.84473,-24.224086,16.43,2.998,-340.7,3.335,-0.6803,0.0767,-1.9205,0.0531,-0.3994,0.001,KGiant
2880438783639110144,110.927113,-23.997335,17.72,3.011,-181.3,3.39,2.1628,0.0716,-1.2458,0.0465,-0.3775,0.0,KGiant
1919349351903467776,109.290931,-22.161169,11.17,1.512,-372.799,1.808,-1.7844,0.0367,-2.2094,0.0305,-0.1072,0.0,KGiant
1919628387339830784,109.022533,-21.248385,14.67,1.896,-52.4,1.451,-1.9955,0.0437,2.3922,0.0348,-0.1734,0.0,KGiant
1921234017912955392,110.378081,-20.601044,22.31,3.406,-293.6,3.348,0.9852,0.0542,-2.4103,0.0595,0.3005,0.0,KGiant
1921067338821948928,109.508568,-21.564544,9.64,1.4,-87.9,1.231,-1.1104,0.0342,-1.587,0.0298,-0.2203,0.0,KGiant
1925331347996373248,109.468012,-18.446543,13.19,2.323,-126.301,3.495,4.8891,0.0377,-3.1049,0.0355,-0.0046,0.0,KGiant
1925300767828992000,109.11461,-18.644486,16.89,3.682,-406.1,5.802,1.6801,0.0699,-0.2116,0.0708,0.1195,0.0,KGiant
1925641616433529600,108.919751,-17.652274,11.34,1.883,-249.1,3.046,0.923,0.0347,-1.2631,0.0297,-0.0324,0.0,KGiant
1926460095463408128,109.842479,-16.909202,45.69,3.545,-264.0,4.724,0.1442,0.0628,-0.0563,0.0579,-0.104,0.0,KGiant
1926684915530494464,111.056196,-15.809443,13.09,2.134,-329.0,2.443,0.7533,0.0422,-1.4963,0.0343,-0.2241,0.0,KGiant
1926917977635477504,110.83126,-15.465557,19.55,2.372,-265.099,1.706,-4.1273,0.0426,-2.6095,0.0399,-0.1574,0.004,KGiant
1926820219880242432,109.924429,-15.680056,23.4,3.26,-380.1,3.156,0.3593,0.0762,-0.4208,0.0573,-0.3182,0.0,KGiant
