EDR3,l, b, d, ed, rv, erv, pml, epml, pmb, epmb, pmlpmbcorr, pmem, type, sgrb, r
3927280368469688832,300.625869,73.032124,38.9,8.153,-12.4,2.279,-1.7712,0.2248,-0.7675,0.2147,-0.3889,0.973,KGiant,1.73,38.58265024593308
3735112948847277056,302.075174,72.900261,35.09,8.922,-15.1,3.446,-1.4748,0.1976,-0.7881,0.1667,-0.3294,0.949,KGiant,1.66,34.80351850028959
3735530939360581632,303.710067,73.442641,42.77,4.643,-18.5,0.992,-1.4174,0.0957,-0.8421,0.0857,-0.3449,0.996,KGiant,0.95,42.292459138716445
3734459946315861504,309.233337,72.650907,48.93,4.696,13.2,1.208,-1.2189,0.0939,-0.3997,0.0881,-0.4327,0.999,KGiant,0.78,48.08583783194382
2425485958969001472,106.715927,-73.214507,22.92,2.984,-107.099,1.296,-1.4217,0.0721,-2.1338,0.0654,0.0794,0.993,KGiant,-2.9,24.985669892960644
2426450707407857152,104.529188,-71.749283,49.58,7.109,-173.9,2.696,-0.1475,0.1539,-1.0157,0.1065,0.0139,0.955,KGiant,-4.47,50.885995126360655
2426402161392584192,104.096474,-71.982263,30.2,5.747,-125.199,2.915,-2.1188,0.1472,-2.7242,0.1404,0.1606,0.993,KGiant,-4.26,31.892571235320617
2426976278260812288,108.920392,-71.166473,27.12,3.425,-117.299,1.642,-1.5154,0.0864,-2.3876,0.0716,0.0513,0.999,KGiant,-4.73,29.155918781612765
2426900377598752256,108.613083,-71.564559,18.86,2.024,-136.199,0.637,-1.6448,0.0495,-2.5372,0.0347,-0.0087,0.967,KGiant,-4.37,21.329371767588466
2426882888491925504,109.042483,-71.74275,18.87,2.519,-127.199,1.528,-1.8258,0.0577,-3.1065,0.0578,0.2183,0.996,KGiant,-4.16,21.35305832896075
2426127455284140032,109.837425,-71.917499,21.53,3.106,-111.399,1.333,-2.1262,0.0761,-3.2836,0.0831,0.3829,0.999,KGiant,-3.93,23.855452206990336
2426073540559601664,112.136097,-72.249215,22.29,6.093,-134.299,3.091,-1.8914,0.1488,-2.9734,0.1422,0.2979,0.975,KGiant,-3.4,24.636227389760794
2469904064067939328,138.181828,-72.871788,25.32,5.152,-100.3,3.758,0.2212,0.1501,-2.481,0.1651,0.498,0.99,KGiant,1.05,28.301756129258127
2470125615661680640,138.081051,-72.532334,29.12,6.056,-98.499,4.154,-0.0826,0.1908,-3.0519,0.2047,0.389,0.987,KGiant,0.78,31.9876241693565
2470100219518796288,137.316903,-72.713152,28.46,6.524,-107.9,3.379,0.3919,0.197,-2.5132,0.1524,0.3415,0.956,KGiant,0.76,31.30883102257253
2470058854689521664,135.109021,-72.967112,24.43,3.377,-109.5,1.445,-0.0372,0.1094,-2.4914,0.1213,0.3915,0.998,KGiant,0.52,27.359610742845007
2470186913434849280,135.24053,-72.393275,22.26,2.745,-115.8,2.671,-0.2847,0.0904,-2.5696,0.071,0.4053,0.992,KGiant,0.11,25.348966448358404
2470163033416692224,136.271843,-72.650649,25.49,4.544,-129.799,2.034,-0.2626,0.1339,-2.6317,0.0962,0.3542,0.997,KGiant,0.51,28.429150532508
2473212941233401856,134.164624,-72.169714,23.04,1.983,-121.499,1.241,-0.3544,0.0451,-3.4192,0.0383,0.3808,1.0,KGiant,-0.27,26.076464484281605
2473261319744330240,133.849688,-72.123159,23.51,3.256,-113.399,1.327,-0.654,0.1159,-3.1097,0.0899,0.4069,0.999,KGiant,-0.37,26.514252770915494
2470056346428619776,134.686743,-73.008311,18.8,3.028,-138.499,1.479,-0.2383,0.0685,-2.9848,0.0737,0.462,0.961,KGiant,0.48,22.0308011656408
2470015080382790144,133.869052,-73.488414,16.82,4.944,-115.099,3.099,-0.6936,0.088,-4.7445,0.0822,0.3862,0.948,KGiant,0.7,20.147074229277063
2473122300242840064,131.962216,-72.733037,19.16,2.333,-126.499,1.369,-0.3606,0.0547,-2.8405,0.0568,0.374,0.966,KGiant,-0.24,22.318059951528042
2473517162356158464,132.51635,-71.525839,19.25,2.719,-116.799,1.127,-0.7439,0.0747,-3.2027,0.0735,0.3931,0.993,KGiant,-1.1,22.51309174680368
2473495996757281792,131.668128,-71.626178,22.09,1.506,-128.6,0.705,-0.4006,0.0446,-2.5787,0.0454,0.414,0.997,KGiant,-1.18,25.14537333188752
2473504346173748224,132.622374,-71.597453,24.98,4.867,-120.6,2.285,-0.2706,0.1094,-2.565,0.1079,0.3716,0.995,KGiant,-1.02,27.927737108473362
2473495511424981504,131.499913,-71.665816,17.85,3.768,113.3,2.161,0.1723,0.0841,-2.6438,0.0862,0.359,0.993,KGiant,-1.18,21.16961501775599
2473493694654799360,131.322267,-71.706655,22.31,2.848,-120.499,0.969,-0.5431,0.0502,-3.4033,0.0578,0.4004,0.999,KGiant,-1.18,25.33607112399237
2475031430385987072,133.31947,-71.102413,37.9,3.376,-121.5,1.51,-0.1714,0.0937,-2.5185,0.0709,0.3508,0.999,KGiant,-1.27,40.53507370167223
2473475449633739264,132.074248,-71.84498,24.2,2.422,-107.299,1.286,-0.3225,0.043,-3.0264,0.0401,0.3555,1.0,KGiant,-0.93,27.151489830210053
2475018957800999424,134.412016,-71.190234,23.72,3.691,-108.7,1.26,-0.2936,0.1612,-2.4515,0.1231,0.4575,0.991,KGiant,-0.98,26.81026855516371
2473293686617894912,133.996553,-71.817465,22.02,3.227,-112.3,0.82,-0.1722,0.0445,-2.6201,0.0425,0.3871,0.994,KGiant,-0.58,25.132063186296506
2474746175838018048,135.819211,-71.730403,31.99,3.219,-110.299,1.001,-0.0544,0.0617,-2.8189,0.0523,0.3018,1.0,KGiant,-0.28,34.783943134728126
2474786479811148800,136.090564,-71.303714,39.78,5.076,-110.1,1.387,-0.0427,0.1119,-2.4904,0.1069,0.4873,0.994,KGiant,-0.55,42.4448842618283
2474786372435867648,136.067764,-71.327256,22.69,3.508,-105.999,1.62,-0.3182,0.1247,-2.6049,0.1171,0.4718,0.992,KGiant,-0.53,25.873217813020474
2474939758603689472,136.892103,-70.877256,28.23,4.645,-112.399,1.693,-0.2255,0.0948,-2.803,0.1018,0.4345,0.997,KGiant,-0.69,31.243151249513872
2566226127383746560,135.962986,-55.203997,17.71,2.583,-182.299,1.429,-0.5029,0.0849,-3.6977,0.0726,0.6036,0.991,KGiant,-12.67,22.413966627975512
2564793326293779456,135.056102,-55.082281,29.15,5.884,-193.8,2.214,-0.2475,0.1207,-2.587,0.09,0.4919,0.933,KGiant,-13.11,33.36454855081963
2564638600096886272,134.223584,-55.900746,23.47,4.152,-178.0,2.031,-0.22,0.1183,-2.7107,0.0796,0.4765,0.982,KGiant,-12.8,27.763920832620165
2577049681193157632,132.388264,-55.039461,21.76,6.195,-199.1,2.806,-0.286,0.1538,-2.7182,0.12,0.462,0.935,KGiant,-14.12,26.0938345208212
2578426102247133184,135.122237,-54.044765,18.85,2.477,-189.699,1.168,-0.4915,0.0794,-3.7793,0.0565,0.5237,0.996,KGiant,-13.86,23.52548830524034
2530668264939084800,121.743412,-63.788518,17.39,3.207,-161.599,1.795,-1.5277,0.0902,-3.5538,0.0887,0.4101,0.985,KGiant,-9.79,20.912709054543843
2537014061938970112,120.941676,-62.812331,21.98,3.681,-162.799,1.906,-1.0062,0.1164,-2.9537,0.0977,0.2904,0.993,KGiant,-10.82,25.225663519519166
2549224516522574848,122.675421,-61.603238,21.33,2.38,-177.3,1.305,-0.807,0.0585,-2.5019,0.0528,0.347,0.976,KGiant,-11.52,24.771614804045377
2537591786579832832,123.171436,-61.526324,28.75,4.733,-163.7,1.506,-0.5352,0.0902,-2.3728,0.0775,0.3745,0.99,KGiant,-11.47,31.910162957904177
2536152246685693952,129.753203,-63.129865,23.75,3.695,-153.599,1.51,-0.5358,0.1451,-2.7033,0.1047,0.4642,0.994,KGiant,-8.48,27.30629414622204
2536302467461834752,129.816736,-62.773696,24.04,4.897,-184.099,2.454,-0.5606,0.1112,-3.0997,0.0875,0.5085,0.988,KGiant,-8.76,27.614137683440344
2536197464101410304,129.312985,-63.093573,34.37,7.723,-155.4,3.048,-0.1099,0.1889,-2.0554,0.1466,0.3196,0.975,KGiant,-8.63,37.572966345499
2536208326074210816,129.250072,-62.968506,27.26,4.256,-153.8,1.384,-0.2775,0.1081,-2.6347,0.0914,0.3249,0.997,KGiant,-8.75,30.668064823200044
2536415343497935360,128.533961,-62.760484,31.03,3.859,-168.8,1.142,-0.2911,0.0864,-2.3825,0.0696,0.3097,0.998,KGiant,-9.1,34.30901047829855
2535854936165225984,125.977458,-63.926524,23.9,2.543,-150.2,0.885,-0.5765,0.0687,-2.6746,0.0429,0.3077,0.999,KGiant,-8.75,27.226907646664543
2535968735618698240,125.836254,-63.668302,21.59,3.217,-169.399,1.747,-0.7393,0.0984,-3.0188,0.0889,0.3151,0.996,KGiant,-9.0,25.03933106135226
2536052878322782720,125.333716,-63.113467,23.0,4.834,-173.1,3.627,-0.5743,0.1042,-2.676,0.1126,0.395,0.982,KGiant,-9.59,26.392667542330766
2537327938149060096,125.735948,-61.948993,24.33,4.116,-159.4,2.195,-0.4213,0.1217,-2.5031,0.1067,0.3284,0.992,KGiant,-10.49,27.755685903972903
2536335147868482560,129.547382,-62.367063,18.97,1.761,-160.199,0.808,-0.5547,0.0522,-2.7389,0.0343,0.4948,0.947,KGiant,-9.16,22.81987730028363
2574860381743191552,147.559498,-46.61191,17.91,4.257,-236.699,2.064,0.1833,0.102,-4.6542,0.0815,0.3424,0.977,KGiant,-12.98,23.690557190577007
77698505300828800,147.184312,-45.973077,29.33,4.773,-197.0,1.843,0.6486,0.1189,-1.9013,0.1175,0.403,0.987,KGiant,-13.57,34.81825670535502
2575648048680647168,146.567504,-46.824931,20.62,3.977,-225.1,1.018,0.5331,0.0678,-2.9368,0.0644,0.2274,0.984,KGiant,-13.4,26.23886239912089
2519378239026764288,155.232296,-52.089286,29.88,3.467,-170.6,1.263,0.7288,0.0595,-1.7882,0.0505,0.2584,0.999,KGiant,-5.8,35.16772099525359
2520981013447275008,154.544025,-51.365513,21.17,3.763,-195.0,1.677,1.1797,0.0768,-2.903,0.0667,0.2408,0.989,KGiant,-6.53,26.722563499784226
2519267119632748544,154.31451,-52.693998,31.5,3.358,-167.3,1.252,0.8839,0.0559,-2.1284,0.057,0.2662,0.999,KGiant,-5.96,36.67620209345564
2519681772955537408,153.196847,-51.791581,30.3,3.825,-195.4,1.328,0.8935,0.0839,-2.9155,0.0704,0.3152,0.995,KGiant,-7.02,35.54422315932647
2567651227596893184,151.695073,-52.518447,29.79,5.395,-187.3,3.001,0.6124,0.2016,-2.0872,0.1668,0.4201,0.99,KGiant,-7.4,34.92763519049064
2567847937098944512,150.810338,-51.914277,29.13,4.389,-184.4,2.195,0.6623,0.1071,-1.9121,0.0934,0.3724,0.995,KGiant,-8.18,34.302590281201795
2567878895223420416,151.27403,-51.532943,26.69,6.165,-197.4,3.322,0.7625,0.1909,-1.9971,0.1555,0.4327,0.971,KGiant,-8.16,31.96587086253087
2567837835335969280,151.624809,-51.601742,20.96,1.837,-187.4,0.846,0.7033,0.0714,-2.6096,0.0583,0.406,0.998,KGiant,-7.94,26.407169481032987
2569327677887195648,152.054774,-51.093387,35.77,4.156,-181.1,1.847,0.793,0.0897,-2.6973,0.0846,0.3179,0.996,KGiant,-8.0,40.94752129250316
2567792484776777728,152.355433,-51.609932,28.59,2.923,-180.3,1.061,0.5018,0.0715,-1.9094,0.0699,0.4243,0.995,KGiant,-7.56,33.85561844066653
2521173256183313920,154.05681,-51.402756,24.6,3.864,-204.5,1.714,0.7253,0.1202,-2.4242,0.1103,0.4214,0.996,KGiant,-6.77,30.034548440088127
2521225349842083328,153.921372,-51.001405,27.19,3.231,-177.1,1.275,0.7241,0.0712,-2.0024,0.0722,0.4204,0.998,KGiant,-7.06,32.58879101777174
2521336503595477504,154.172136,-50.43148,29.51,2.195,-193.5,0.931,0.8631,0.0473,-1.8445,0.0357,0.3897,1.0,KGiant,-7.22,34.9188043896122
2520924560396921856,155.164541,-51.227291,24.39,3.927,-197.8,1.287,0.9189,0.0879,-2.4371,0.0666,0.3719,0.997,KGiant,-6.27,29.881467500777134
2521000701577190400,154.908783,-51.081533,35.02,6.642,-159.3,3.657,0.583,0.1249,-1.3377,0.1147,0.2123,0.982,KGiant,-6.49,40.30317233171602
3303157097069586432,178.900991,-31.132853,38.37,4.346,-130.3,1.787,1.1301,0.0812,-0.9679,0.0878,0.2386,1.0,KGiant,2.91,45.665442076038204
38289637741265664,177.919283,-30.00336,29.54,2.166,-150.2,1.075,1.3509,0.0442,-0.9707,0.0465,0.2414,0.998,KGiant,1.82,36.9409271675739
2486149687669884416,174.684244,-62.302331,32.0,3.425,-94.6,1.19,1.3454,0.0553,-1.6751,0.0566,0.1226,1.0,KGiant,7.79,36.56318503631761
2486624814132305408,174.266101,-61.588638,19.0,2.267,-118.799,0.847,1.6605,0.0603,-2.5342,0.0577,0.0616,0.99,KGiant,7.42,24.041141819805482
5176636533255539712,176.846791,-61.113332,33.23,4.902,-117.0,1.741,1.5528,0.0787,-1.8024,0.0767,0.0364,0.991,KGiant,8.51,37.91817769882935
2498725699805559296,171.167202,-52.493444,31.83,6.039,-143.5,3.466,1.3045,0.1214,-1.3607,0.1208,0.0489,0.99,KGiant,3.23,37.395605356779555
2497214695950906880,171.134985,-52.831882,26.18,4.775,-137.1,2.357,1.1365,0.1064,-1.3155,0.0993,0.2231,0.973,KGiant,3.32,31.819607162879933
2497219192781601280,170.951106,-52.82634,21.51,3.419,-149.4,1.686,1.4163,0.1096,-2.1864,0.111,0.2035,0.995,KGiant,3.21,27.272940802194398
2500229934791409664,169.869296,-53.168459,23.42,2.437,-133.3,0.806,1.3821,0.0478,-1.86,0.0482,0.275,0.998,KGiant,2.7,29.083220248108702
2500275358365536256,169.454256,-53.344667,30.68,3.553,-131.5,1.217,1.259,0.0695,-1.593,0.0648,0.2407,1.0,KGiant,2.52,36.16095961116076
2497046535096126464,170.941003,-53.983827,24.0,4.682,-124.0,2.141,1.4079,0.0998,-1.6276,0.1006,0.2688,0.985,KGiant,3.56,29.58260299567974
2500116204057456640,169.767792,-53.7986,22.27,3.227,-134.2,1.375,1.3083,0.0537,-1.7225,0.0591,0.0828,0.976,KGiant,2.85,27.900838697071453
2500076827797277696,169.982264,-53.972908,18.5,3.483,-168.8,2.075,1.7735,0.1041,-2.5806,0.0968,0.132,0.975,KGiant,3.03,24.253605917471322
2500069023841477632,169.828136,-54.214266,28.74,4.615,-131.2,1.708,1.2857,0.0996,-1.4389,0.0971,0.292,0.996,KGiant,3.02,34.173160521087304
2502119720401574400,167.902856,-52.477828,28.26,2.053,-131.0,0.863,1.1345,0.0374,-1.4941,0.0382,0.2084,1.0,KGiant,1.35,33.84395662448467
2502043025170476544,169.090347,-52.147732,26.42,4.953,-134.4,2.091,1.0716,0.1369,-1.7615,0.1246,0.2889,0.995,KGiant,1.92,32.09240096969997
2502072540185776640,168.863219,-52.020278,24.01,5.513,-167.7,2.114,1.879,0.1491,-2.8079,0.1261,0.1331,0.956,KGiant,1.74,29.751848682056714
2501833911802723840,169.644603,-52.265068,25.03,2.977,-138.3,1.423,1.2959,0.0688,-1.888,0.0721,0.1424,0.999,KGiant,2.28,30.7274632861224
2501881396961291264,169.261606,-51.917636,30.15,3.682,-132.9,1.048,1.1079,0.0702,-1.4711,0.0681,0.1646,0.999,KGiant,1.94,35.771867437974215
2501848037950178816,169.387335,-52.281357,24.88,2.651,-144.4,0.743,1.3618,0.0369,-1.9171,0.0358,0.1478,0.999,KGiant,2.13,30.577607820102607
2501790176150814208,170.44104,-52.014246,28.97,5.107,-127.5,1.89,1.1089,0.108,-1.2986,0.1005,0.2079,0.994,KGiant,2.66,34.61756779440173
2501759183666813952,170.605202,-52.241012,18.54,3.924,-150.1,2.352,1.6387,0.1331,-2.2545,0.1256,0.2022,0.966,KGiant,2.82,24.448096040387277
2498751327875079680,170.848203,-52.334742,21.76,3.377,-159.3,1.63,1.3234,0.0935,-2.374,0.0932,0.306,0.997,KGiant,3.0,27.559698837251467
2498763839115133952,171.160699,-52.073945,28.97,3.242,-134.0,0.963,1.1016,0.0681,-1.4869,0.0664,0.0744,0.999,KGiant,3.1,34.620111207215956
2498666257458288640,172.023341,-52.117706,32.99,3.265,-129.7,0.901,1.1046,0.0648,-1.3394,0.0653,0.1159,1.0,KGiant,3.61,38.583750465707716
2498769233594079744,171.313834,-51.85974,24.25,3.355,-163.8,1.248,1.9463,0.1022,-2.3664,0.0955,0.2719,0.99,KGiant,3.12,30.020646228887212
2501797804012747264,170.596193,-51.711599,19.61,2.923,-166.3,1.061,1.4513,0.0797,-2.1985,0.0746,0.0673,0.982,KGiant,2.65,25.52594366522029
2499758244303041536,168.975089,-54.541097,29.38,3.67,-132.5,2.05,1.2342,0.0708,-1.6708,0.0715,0.1202,0.999,KGiant,2.66,34.76116367442263
2500180628566830592,169.186917,-53.705804,25.44,3.347,-130.1,2.033,1.3799,0.0708,-2.4326,0.069,0.1682,1.0,KGiant,2.49,30.986737485575986
2500144104165168128,169.21036,-54.003245,27.4,8.405,-116.4,5.243,1.0417,0.1334,-1.2442,0.1264,0.0576,0.965,KGiant,2.61,32.878778870268285
2500158191657653248,168.981346,-54.079405,29.9,5.634,-125.1,2.4,0.9874,0.1244,-1.5919,0.1283,0.1918,0.996,KGiant,2.51,35.3152275937732
2499767727590807552,168.473212,-54.786754,32.12,5.732,-131.2,2.594,1.3484,0.0874,-2.1032,0.0851,0.1029,0.992,KGiant,2.47,37.42000267236762
2500046621292217856,167.090184,-54.665698,28.9,4.327,-124.5,1.478,1.3718,0.1137,-1.4871,0.1044,0.2958,0.993,KGiant,1.68,34.2517663778089
2499921345685944320,168.076933,-55.254272,24.05,6.743,-153.1,4.078,1.4996,0.1546,-2.2046,0.1352,0.1034,0.964,KGiant,2.42,29.472120724508443
2500819685340708864,166.341148,-54.694325,26.96,2.401,-142.1,1.239,1.0854,0.0373,-1.9018,0.0367,0.3439,1.0,KGiant,1.29,32.336618561624526
2499889807741254144,167.059965,-55.663537,28.93,4.162,-151.7,1.11,1.1242,0.0654,-1.7575,0.0576,0.3259,0.999,KGiant,2.02,34.179849326759765
2500012742589554688,166.715745,-55.266778,26.88,3.666,-142.0,1.358,1.2125,0.0764,-1.5318,0.0699,0.2702,0.995,KGiant,1.7,32.21394263358647
2500672660020254208,166.307577,-55.423624,22.45,2.957,-122.8,1.512,1.196,0.0804,-1.6807,0.0808,0.2406,0.962,KGiant,1.54,27.878043331625697
2501482415974319616,165.122516,-54.09468,25.37,3.179,-140.6,1.044,0.9568,0.0716,-1.6289,0.0751,0.1357,0.98,KGiant,0.4,30.822803246946894
2501093287641982976,165.159803,-54.42525,34.6,5.193,-137.9,1.754,0.9626,0.104,-1.4338,0.1047,0.1353,0.999,KGiant,0.55,39.842380701961076
2501404002755992576,166.165256,-53.349099,42.21,5.415,-143.4,2.016,1.1072,0.0889,-1.4603,0.0897,0.1009,0.999,KGiant,0.69,47.483709838217145
2501361980796229120,166.600179,-53.066037,22.17,4.728,-177.9,2.59,1.7017,0.0926,-2.3324,0.089,0.1439,0.968,KGiant,0.83,27.829333445125847
2500392044037180928,168.318845,-53.707642,30.65,3.345,-129.0,0.949,1.1944,0.0801,-1.7018,0.0782,0.1903,1.0,KGiant,2.01,36.07939439624784
2500498417491408896,168.646168,-53.147557,24.89,3.524,-131.8,0.973,1.2293,0.078,-1.527,0.0782,0.0171,0.99,KGiant,2.0,30.50408661146896
2500507179225195520,168.220353,-53.350963,30.05,3.05,-142.3,1.03,1.2494,0.0718,-1.9494,0.0644,0.2658,1.0,KGiant,1.83,35.524380360535496
2441559478937881088,93.139418,-68.086819,30.16,5.635,-108.899,2.444,-2.2578,0.1413,-2.227,0.0948,-0.4647,0.993,KGiant,-8.44,31.418251065264595
2429521510240876544,93.045828,-68.479663,19.82,2.932,-123.999,0.956,-2.3901,0.0588,-1.993,0.0516,-0.0624,0.982,KGiant,-8.05,21.613694732738317
2441762678134887936,94.796936,-67.516466,44.61,7.659,-20.9,3.517,-0.2996,0.1402,-1.2086,0.1083,-0.1994,0.974,KGiant,-9.01,45.61018526601268
2441785359857999360,94.444969,-67.167192,25.49,4.179,-108.999,2.679,-2.5473,0.1314,-2.308,0.0909,-0.3904,0.996,KGiant,-9.36,27.015849051991687
2441526356150071808,92.172348,-68.174821,19.46,2.668,-115.399,1.048,-2.4417,0.0597,-2.015,0.0581,0.1876,0.985,KGiant,-8.34,21.24051317647481
2441625758873155584,92.088175,-67.611652,20.1,2.975,-136.799,1.624,-3.2379,0.0942,-2.7102,0.0766,-0.4257,0.997,KGiant,-8.91,21.822955803465305
2441917782289334272,91.871099,-66.673116,25.0,3.851,-127.499,1.779,-2.9551,0.1116,-2.1427,0.0928,-0.0772,0.994,KGiant,-9.84,26.417823528822353
2441990968532061184,93.746938,-66.825558,26.48,3.999,-128.599,1.662,-2.5734,0.1459,-2.0556,0.1039,-0.4205,0.993,KGiant,-9.7,27.92447850900711
2431201082971596288,96.929048,-67.881487,18.67,2.828,-117.299,1.024,-2.4431,0.0534,-2.2699,0.034,-0.3458,0.981,KGiant,-8.61,20.75321179962273
2641339229875762688,86.824043,-57.937456,23.74,5.848,-142.299,3.099,-3.3439,0.1565,-2.1437,0.1221,-0.1106,0.945,KGiant,-18.36,24.89225783250688
2434579744764221952,76.271062,-67.172314,21.52,4.448,-106.099,2.159,-3.1782,0.1022,-1.4263,0.0836,-0.1729,0.987,KGiant,-8.35,22.31041236732302
2435447534316455424,77.045935,-66.452611,22.57,4.581,-99.799,1.57,-3.3914,0.1022,-1.3378,0.0917,-0.2749,0.981,KGiant,-9.13,23.313903577050326
2435445537156495872,76.653481,-66.407945,19.88,5.148,-111.699,1.702,-3.1154,0.0859,-1.2339,0.0878,-0.2636,0.923,KGiant,-9.12,20.797002187815437
2438730504238349312,75.583528,-64.93569,20.97,2.729,-108.099,0.933,-3.2673,0.0465,-1.3214,0.0442,-0.2914,0.996,KGiant,-10.4,21.70043778360243
2434025144227780608,72.033103,-65.56751,24.15,3.006,-104.099,1.803,-3.28,0.0503,-1.039,0.0463,-0.2584,0.998,KGiant,-9.3,24.48958962498147
2436721589120122368,70.081377,-64.441958,24.8,5.075,-112.399,1.414,-3.226,0.0837,-1.1002,0.0805,-0.1071,0.985,KGiant,-10.03,24.937957013356165
2438194251801568768,71.502111,-63.053973,23.97,3.515,-95.799,1.52,-3.2754,0.0855,-1.1517,0.0872,0.0341,0.996,KGiant,-11.56,24.186940691207724
2437405764525553152,71.946434,-63.723205,22.85,5.902,-110.999,1.968,-3.4799,0.1404,-1.315,0.1409,0.0411,0.968,KGiant,-11.01,23.192345720086184
2437322094267182080,71.436668,-64.048679,24.68,3.89,-92.899,1.34,-3.2504,0.1151,-1.0817,0.1015,-0.2164,0.994,KGiant,-10.62,24.890616705899436
2437562341853284864,73.825175,-63.598739,23.32,4.292,-117.099,1.576,-4.0236,0.1049,-1.6143,0.0941,-0.1783,0.99,KGiant,-11.42,23.740457030141606
2434159731322343424,73.726754,-65.324037,21.72,2.921,-108.899,1.354,-3.4747,0.0742,-1.2222,0.0765,-0.177,0.998,KGiant,-9.78,22.301383365163694
702571132533792000,199.891816,33.930183,20.36,4.566,-77.4,2.576,1.4933,0.0749,-2.1872,0.1003,0.3109,0.996,KGiant,5.45,27.348687354240607
702572919240182016,199.848973,33.935136,93.4,5.787,122.4,1.366,0.4616,0.0637,-0.3801,0.0917,0.3887,0.957,KGiant,5.41,100.0287013811536
678559310411755520,199.905293,33.451452,18.11,3.168,-97.6,1.931,1.7839,0.0698,-3.0453,0.0894,0.4267,0.999,KGiant,5.62,25.16584590273095
703043200979588608,197.847071,34.363268,79.14,7.341,110.8,2.079,0.3727,0.0819,-0.3983,0.0958,0.4335,0.974,KGiant,3.71,85.82727305466486
3263757712794404864,185.696779,-41.591587,23.86,2.13,-139.9,1.028,1.6859,0.0432,-1.18,0.0451,0.1318,0.971,KGiant,10.37,30.53215681867234
3263332167434574848,185.815776,-42.295827,27.84,3.406,-110.8,1.128,1.3959,0.0957,-0.9748,0.1018,0.2093,0.984,KGiant,10.56,34.39907411544677
3263970777532363776,184.962298,-40.888628,22.9,4.404,-126.4,1.35,1.7743,0.0761,-1.1573,0.0774,0.0381,0.931,KGiant,9.71,29.6454735162048
3263866560149832192,185.445939,-41.280373,29.54,4.511,-107.2,2.184,1.5641,0.1046,-1.2627,0.1198,0.2134,0.994,KGiant,10.14,36.1566549890888
3263627214508520448,186.775877,-40.165516,24.32,4.717,-132.5,1.312,1.8872,0.0741,-1.2958,0.0803,0.2325,0.962,KGiant,10.96,31.08262054589349
3269739051754184192,186.162068,-39.652803,23.73,3.387,-135.5,1.103,1.7273,0.067,-1.1416,0.0733,0.2192,0.961,KGiant,10.42,30.53334734351935
669092412217337728,203.953709,23.329493,17.75,3.094,-22.5,1.706,2.0003,0.0561,-2.489,0.0749,0.3549,0.994,KGiant,12.52,25.13778033160446
670511881728585984,202.341791,25.050764,13.07,1.439,-14.5,0.681,2.0642,0.0324,-3.0384,0.0397,0.4165,0.971,KGiant,10.54,20.535970880384497
3976913289715778560,233.404674,68.656707,33.3,3.371,-9.1,1.265,0.3715,0.0561,-1.8537,0.0603,0.2353,0.996,KGiant,3.03,36.05490673958262
3977612506096368640,230.616824,69.282336,36.99,4.356,-11.2,1.207,0.2878,0.0704,-2.0076,0.07,0.2196,0.999,KGiant,1.91,39.711572620585045
3977238259826162176,230.500933,68.998835,37.63,6.768,-32.0,2.088,0.3451,0.1125,-1.8606,0.1112,0.2617,0.993,KGiant,2.09,40.367413838391975
3977994036631449600,230.04004,68.962337,25.16,4.791,-39.5,2.681,0.4156,0.0809,-2.2921,0.105,0.246,0.985,KGiant,2.01,28.27395444574388
3978446008924596224,228.342486,69.098137,28.1,5.448,-89.4,2.104,0.5161,0.1423,-2.0732,0.1533,0.2102,0.991,KGiant,1.5,31.153492581089527
3978791388719691264,226.608935,69.747963,30.32,6.477,-40.7,2.713,0.4054,0.1424,-1.8915,0.1538,0.1466,0.988,KGiant,0.61,33.314972609924205
3977634736846849024,230.426072,69.788565,29.05,4.786,-17.8,1.998,0.2217,0.1331,-1.8878,0.1471,0.2118,0.992,KGiant,1.49,31.944448657004553
3977689510565159936,230.623697,70.396639,50.72,4.951,158.7,1.369,-0.0357,0.0859,-1.3838,0.0941,0.1849,0.999,KGiant,1.08,53.136885493976784
3950348916990151168,256.140769,78.628747,34.44,4.519,-63.5,1.458,-0.441,0.0604,-1.6752,0.0625,0.2963,0.996,KGiant,-2.61,35.830114429066505
3951363147747417088,250.294289,78.488957,32.1,5.25,-54.6,2.593,-0.4776,0.0829,-1.7725,0.0832,0.1716,0.995,KGiant,-2.88,33.71591463982551
3952315977652063744,252.102386,80.538124,83.75,7.054,13.7,2.202,-0.0402,0.0856,-0.5538,0.0952,0.225,0.945,KGiant,-4.66,84.60484915180689
3952224958705144832,254.044371,80.396382,37.87,3.649,-49.2,1.219,-0.3053,0.046,-1.5723,0.0458,0.3005,0.997,KGiant,-4.41,39.16839797591931
3952322746520524800,252.265213,80.696777,40.81,5.295,-61.2,2.143,-0.4189,0.0711,-1.8913,0.0696,0.0711,0.995,KGiant,-4.8,42.06928214267507
3952049238707736576,256.729797,80.828047,23.03,3.612,-159.2,2.625,-0.8667,0.1034,-2.3279,0.1042,0.322,0.989,KGiant,-4.69,24.794301764720053
1014594665431395456,172.123744,38.391991,15.45,2.971,-206.3,2.843,5.0468,0.0542,0.6533,0.0626,0.1126,0.961,KGiant,-17.32,22.529591651869772
623991304238072448,219.108584,54.300754,22.67,3.919,-20.1,3.234,0.7826,0.0877,-2.7248,0.094,0.3119,0.998,KGiant,8.02,27.46020393223619
