EDR3,l, b, d, ed, rv, erv, pml, epml, pmb, epmb, pmlpmbcorr, pmem, type, sgrb, r
624045657048984192,219.303849,53.42717,28.43,5.979,-24.1,3.778,1.0356,0.1155,-2.2722,0.1363,0.3203,0.988,KGiant,8.64,33.10741004669499
622533965999510656,219.452832,52.940107,34.64,6.913,-28.9,5.103,0.383,0.168,-1.4436,0.1781,0.4919,0.981,KGiant,9.0,39.21808511388592
624090049830537856,218.78291,53.577171,26.56,5.428,-17.1,2.527,0.9453,0.0955,-2.3282,0.1122,0.4024,0.993,KGiant,8.3,31.29732416677183
624140631660731904,218.49835,53.368833,19.16,2.244,-39.8,1.033,0.9298,0.0466,-2.3122,0.0561,0.3853,0.96,KGiant,8.29,24.201756134627914
624904826601746560,217.643431,53.011746,30.26,6.582,-22.0,2.533,0.9059,0.1123,-2.1146,0.1049,0.4534,0.991,KGiant,8.08,35.00703929211952
622592347490566272,219.060404,52.463348,25.17,4.482,-3.9,2.045,0.8836,0.0736,-2.3664,0.0997,0.4553,0.996,KGiant,9.1,30.022654779349544
622606125745609472,218.84051,52.477173,24.2,3.85,-16.7,2.051,1.1758,0.0693,-2.3972,0.0908,0.4972,0.99,KGiant,8.98,29.086670486667945
625358508291950720,215.522875,53.690603,21.4,6.102,-24.9,2.839,0.8752,0.0956,-2.0215,0.1291,0.4009,0.968,KGiant,6.65,26.43396678518001
625072914441804800,216.89706,53.912553,20.91,4.78,-26.9,1.933,1.065,0.0733,-2.5848,0.0811,0.3902,0.988,KGiant,7.2,25.897094431615297
624257862792975104,217.933224,54.058387,29.52,5.646,-2.8,2.097,0.8687,0.1397,-2.0807,0.1241,0.3702,0.994,KGiant,7.61,34.1869609646719
624230757254641920,218.195547,54.401371,27.25,7.313,-50.4,2.141,0.7983,0.0803,-2.4271,0.1016,0.3312,0.987,KGiant,7.54,31.93783179866786
625189153436827904,216.19913,52.532395,17.97,2.018,-25.2,1.017,1.1188,0.0292,-2.5517,0.0317,0.4306,0.966,KGiant,7.64,23.21702177282866
625238425301678208,216.000943,52.437213,22.69,2.444,-36.0,1.224,1.0137,0.0312,-2.6593,0.038,0.3265,1.0,KGiant,7.59,27.761077068442425
626773515332771200,215.104798,51.657267,28.68,4.492,-25.6,2.037,1.1024,0.0678,-2.3144,0.0911,0.3549,0.997,KGiant,7.56,33.68060124166432
628814891813264000,211.749473,52.683135,28.49,6.279,-34.5,3.811,0.8717,0.1289,-1.7371,0.1118,0.4599,0.993,KGiant,5.27,33.555987543209035
628817713607376256,214.218907,53.709592,25.41,2.38,-30.4,1.055,1.237,0.0329,-2.245,0.0365,0.3455,0.998,KGiant,6.0,30.370698049271112
628949719426616192,212.644209,53.981811,26.37,3.793,-50.3,1.706,1.1701,0.054,-2.1655,0.0623,0.3624,0.998,KGiant,5.07,31.343082171350026
4013127251365040128,198.432209,80.425963,20.98,3.437,-187.701,2.006,1.8478,0.0752,-2.768,0.0957,-0.0098,0.955,KGiant,-10.87,23.77646946037195
708954725245400960,191.66337,33.862144,16.7,2.949,-74.9,1.125,2.3447,0.0639,-2.8033,0.0819,0.4474,0.996,KGiant,-1.03,23.954331549847094
710570835539364352,190.576934,34.282599,13.63,3.099,-69.8,1.172,2.3634,0.061,-2.833,0.0562,0.386,0.971,KGiant,-2.01,20.950558465110184
710555545455778688,190.762985,34.50418,17.77,2.368,-100.5,1.309,2.0696,0.0279,-2.6967,0.0367,0.1917,0.999,KGiant,-1.92,24.985976066585835
3262788355855342592,183.068857,-45.246199,35.96,2.608,-112.7,1.175,1.2706,0.0345,-0.8717,0.0381,0.1644,1.0,KGiant,9.09,42.19272567635326
3262683348199828480,182.992455,-45.778633,25.84,4.864,-127.1,2.49,1.6833,0.1255,-1.2741,0.1219,0.1424,0.976,KGiant,9.13,32.16292430734494
3266011810414843904,180.591741,-46.065056,20.64,3.796,-137.5,3.239,2.0424,0.0845,-1.6132,0.0888,-0.0459,0.924,KGiant,7.54,27.048397364723847
3265768887064573440,181.22451,-46.311392,23.77,4.314,-132.0,3.148,1.5491,0.1256,-1.4458,0.1253,0.1076,0.982,KGiant,8.02,30.094293478996978
3265962199248233472,180.832899,-46.413654,20.97,2.065,-136.9,1.013,1.6221,0.074,-1.696,0.0731,0.2504,0.978,KGiant,7.77,27.347528224686048
3265304863093404672,181.977422,-46.819464,27.19,4.307,-150.7,1.656,1.7214,0.0793,-1.5445,0.0795,-0.103,0.993,KGiant,8.62,33.39942664178533
3266056070053405696,179.959191,-46.295848,32.6,6.554,-108.2,3.058,1.202,0.1109,-1.033,0.1192,-0.0327,0.991,KGiant,7.16,38.781495587457684
3265333892777296896,181.669038,-46.920465,20.56,3.559,-123.0,1.702,1.8456,0.1033,-1.7496,0.0998,-0.0993,0.98,KGiant,8.43,26.90620374560484
3266994361493227520,179.504985,-45.160163,29.52,4.375,-138.1,2.369,1.6974,0.1439,-1.2431,0.1441,-0.0538,0.982,KGiant,6.61,35.83621771336925
3266981240368751616,179.693999,-45.111283,35.17,4.739,-133.4,2.718,1.3127,0.0911,-1.0732,0.0873,-0.0256,0.998,KGiant,6.73,41.43022326756157
3266006076634134016,180.887394,-45.667181,18.49,2.014,-149.1,0.713,1.851,0.0532,-1.8034,0.0506,-0.1009,0.905,KGiant,7.66,24.991366509256753
3266150795556860928,180.77049,-44.957363,26.24,4.18,-131.5,1.429,1.8866,0.0849,-1.8098,0.0871,0.0067,0.993,KGiant,7.44,32.6294269027208
3265878082313493504,182.047478,-44.610194,26.58,5.009,-124.2,2.194,1.3619,0.1227,-1.2294,0.1216,0.0447,0.984,KGiant,8.26,32.989333124511624
5188022216679436288,178.12645,-49.084583,29.11,4.494,-106.9,2.629,1.403,0.137,-1.3234,0.129,0.0231,0.996,KGiant,6.56,35.094656288386695
5188033422249668608,177.918464,-49.206782,25.89,4.306,-152.8,3.102,1.6231,0.086,-1.578,0.087,0.1451,0.991,KGiant,6.45,31.912333039124544
5188035930510567424,177.861004,-49.175514,18.8,3.961,-173.7,1.989,1.7834,0.0877,-2.1077,0.0965,0.0748,0.961,KGiant,6.41,25.007758796021683
5187921031545252864,177.896668,-49.79203,27.52,4.122,-124.6,1.817,1.4284,0.1034,-1.6872,0.0973,0.0347,0.998,KGiant,6.57,33.460500593983944
2498027299467813888,175.984183,-49.482406,29.78,6.339,-137.2,2.883,1.3397,0.1547,-1.049,0.1542,0.1208,0.968,KGiant,5.3,35.70426585157578
302331337942272,175.1885,-48.582449,38.91,7.818,-129.6,2.459,1.0682,0.149,-1.0894,0.1617,0.0694,0.988,KGiant,4.56,44.79944865732167
2498069703680457728,175.981942,-48.936806,28.16,2.961,-129.3,0.656,1.3374,0.0367,-1.4687,0.0332,0.1138,0.999,KGiant,5.16,34.15688071238356
2498011257765529600,176.598803,-48.948157,20.38,2.373,-133.8,0.763,1.6442,0.0502,-1.6892,0.0475,0.0191,0.955,KGiant,5.55,26.553630636882783
219219426355200,176.083101,-47.688738,36.76,2.359,-117.3,0.693,1.2571,0.0441,-1.0945,0.0416,0.2231,1.0,KGiant,4.91,42.75884352973078
3266553663488849920,178.256608,-48.140418,30.8,4.409,-124.8,2.325,1.1783,0.1596,-1.1626,0.1524,0.1167,0.995,KGiant,6.43,36.837624787708556
3266555347116057088,178.349574,-47.948873,32.79,5.959,-114.7,2.728,1.5141,0.1647,-1.4207,0.1576,0.0582,0.987,KGiant,6.45,38.81909066425951
5167671974436116480,189.303382,-52.713925,26.53,3.63,-111.3,2.102,2.0474,0.1159,-1.4962,0.1031,0.0379,0.969,KGiant,14.06,32.16880476486498
5179820551426290688,187.619467,-52.270575,24.35,3.262,-133.5,1.279,2.0859,0.0631,-1.751,0.0616,-0.1542,0.983,KGiant,13.0,30.098807285339397
54853952212838656,168.740938,-31.114799,42.06,4.778,-161.1,1.998,1.164,0.1462,-0.8609,0.1351,0.1997,0.993,KGiant,-5.42,49.22413330877447
54851547031070592,168.347727,-31.22754,39.83,2.893,-179.4,1.331,1.0685,0.0774,-0.9273,0.0765,0.3555,1.0,KGiant,-5.7,46.99015215978769
54717848991716224,168.540788,-31.97688,33.03,4.635,-178.4,2.152,1.1317,0.1494,-0.9771,0.1415,0.2305,0.993,KGiant,-5.3,40.182758740534474
55031695139194752,168.207055,-31.454392,32.95,3.455,-188.1,1.423,1.1116,0.0902,-1.305,0.085,0.3493,1.0,KGiant,-5.74,40.121930412182316
54992555100393856,167.131318,-32.108384,36.17,5.435,-176.7,2.216,0.7734,0.1643,-0.6522,0.1601,0.2203,0.92,KGiant,-6.38,43.26778593827052
56004075734254080,166.231867,-30.905343,26.79,5.0,-177.4,1.92,1.0111,0.1352,-1.068,0.1201,0.2534,0.923,KGiant,-7.52,34.00927373526227
55983047574398720,166.535953,-31.056273,35.08,2.485,-196.8,0.659,1.2639,0.0445,-1.3615,0.043,0.2145,1.0,KGiant,-7.22,42.23772957913339
708453554101603328,192.494737,32.424465,14.94,2.163,-66.8,2.208,2.8582,0.0281,-2.9853,0.0378,0.3136,0.984,KGiant,0.03,22.29050470491864
609250697305442688,212.062938,31.280533,27.05,5.062,-9.6,2.911,1.6603,0.0963,-2.4042,0.1206,0.422,0.993,KGiant,15.89,33.56562825272306
618634655386319232,216.272105,41.072897,24.55,5.581,-17.6,2.365,1.0712,0.1222,-2.4281,0.1442,0.4197,0.992,KGiant,13.98,30.33507046307953
618648468001102976,216.47551,41.621041,22.71,3.763,-11.2,1.545,1.1099,0.0828,-2.4946,0.1091,0.3757,0.997,KGiant,13.82,28.494257316168113
617551876950673664,218.292712,42.449307,24.98,3.087,-27.3,1.597,0.882,0.0798,-2.1754,0.0923,0.4836,0.999,KGiant,14.49,30.564054050469156
619046800448236800,216.077894,42.380203,20.82,5.275,-4.6,2.172,0.7004,0.1571,-2.0643,0.1868,0.4847,0.915,KGiant,13.16,26.63644308086198
618953994794528768,216.27693,43.658339,20.58,4.944,-38.4,2.86,1.2653,0.1073,-2.3914,0.1306,0.4131,0.986,KGiant,12.59,26.31508502741346
618057270047218176,217.886917,43.717276,20.99,3.697,-40.4,1.944,1.0694,0.0739,-2.4393,0.0944,0.4066,0.995,KGiant,13.53,26.629812241170608
887325743544108672,187.936348,13.837427,90.34,5.651,-28.4,1.703,0.6203,0.1019,-0.3675,0.1109,0.178,0.934,KGiant,0.8,98.35737948928896
638076318772458240,207.6711,44.639242,23.22,3.262,-66.5,1.621,0.8829,0.058,-2.0779,0.0751,0.5475,0.995,KGiant,6.74,29.187947855236416
637926407234006656,208.128051,43.602436,18.77,2.72,-43.3,1.401,1.5577,0.0567,-2.6774,0.0636,0.4718,0.998,KGiant,7.5,24.919733144638606
644340412609669504,206.60653,45.418868,21.63,4.485,-36.6,1.653,1.7479,0.0585,-2.7365,0.0808,0.3563,0.992,KGiant,5.72,27.62119657074979
3920809055345686528,267.366925,73.375748,45.54,6.182,-5.0,2.251,-0.5874,0.105,-1.5368,0.0852,0.3071,0.994,KGiant,3.05,46.427782630662
3920807066776699392,267.247992,73.26549,52.5,4.711,19.1,1.945,-0.4416,0.0645,-0.8996,0.0557,0.2357,0.998,KGiant,3.16,53.29772040153312
3920734155411936256,266.154922,73.292048,42.05,8.356,167.6,3.229,-1.1906,0.1371,-1.3074,0.1053,0.3429,0.967,KGiant,3.1,43.040976987052694
3920781876792510464,265.702789,73.236503,29.81,7.54,-29.5,3.526,-0.6969,0.1056,-1.8056,0.0889,0.3438,0.934,KGiant,3.13,31.138615897306675
3921525284092318720,263.414248,72.891352,31.76,9.259,12.9,4.216,-0.5666,0.1513,-1.4772,0.1391,0.1437,0.902,KGiant,3.37,33.11887226340897
3919218405617588224,263.434355,71.849322,40.57,4.808,9.4,1.916,-0.4302,0.0757,-1.453,0.071,0.0056,0.993,KGiant,4.4,41.728078076997505
3919989682960632320,262.158337,71.926616,28.57,3.499,-43.7,1.898,-0.7901,0.0651,-1.9839,0.072,-0.0894,0.997,KGiant,4.25,30.113528521247723
3921955094354915840,259.672314,73.542648,34.86,5.002,-13.5,1.959,-0.849,0.0783,-1.9626,0.079,0.3149,0.999,KGiant,2.51,36.26920043232274
3921870805620945920,259.184365,72.937505,35.15,2.905,-38.5,1.686,-0.4435,0.0557,-1.8563,0.0486,0.2495,0.997,KGiant,3.07,36.58485205655477
3921937600952407040,260.40614,73.544394,47.61,6.932,-15.0,2.462,-0.5746,0.1423,-1.5231,0.1187,0.2561,0.997,KGiant,2.56,48.74185675576998
3906286263385360384,269.217016,70.362866,45.99,5.838,184.2,3.308,-1.437,0.0917,-1.5068,0.0855,0.0314,0.997,KGiant,6.11,46.80112284977787
3918794788699300864,265.888155,70.918962,43.9,2.22,-28.4,1.485,-0.5355,0.0471,-1.0793,0.0458,0.0582,0.999,KGiant,5.44,44.89694198940503
3918314233398355968,267.257969,70.159981,35.72,6.829,9.4,3.378,-0.5029,0.0735,-1.266,0.0619,0.2104,0.932,KGiant,6.25,36.830468365200026
3919004241368301056,264.453,70.938058,27.29,4.62,-135.8,1.593,-1.3774,0.0814,-2.4268,0.0689,0.3369,0.999,KGiant,5.35,28.796786279027735
3918828736120816128,266.187276,71.350141,35.03,4.003,-15.3,1.256,-0.704,0.0614,-1.3848,0.0539,0.2305,0.997,KGiant,5.02,36.1978231389679
3918882887068546048,269.349817,72.154475,34.49,3.994,-24.6,1.335,-1.0315,0.0569,-1.5174,0.0455,0.3367,1.0,KGiant,4.32,35.53028145117908
3920409382869173760,268.49179,72.457216,51.32,10.639,-8.3,3.079,-0.4395,0.1385,-1.3339,0.1123,0.335,0.924,KGiant,4.0,52.07645629264726
4005385207741634048,214.565746,74.810327,28.39,2.323,-59.4,1.165,0.9021,0.0407,-1.7792,0.0409,0.0883,0.982,KGiant,-5.4,31.27999680306889
4017643873332840448,212.255784,73.781594,19.69,3.49,-148.1,2.743,1.22,0.0449,-2.7875,0.0502,0.1988,0.982,KGiant,-5.39,23.13157366025926
4017707606352394752,211.206147,73.434471,37.15,5.732,-77.0,2.671,1.0274,0.1111,-1.773,0.112,0.1995,0.966,KGiant,-5.47,40.02148547967704
4018953391681592832,206.409247,73.954843,16.45,3.898,-178.301,1.896,1.5818,0.076,-3.3042,0.0802,0.0828,0.965,KGiant,-6.9,20.199081662293462
4021877298042178048,204.912455,71.712629,29.01,6.075,-133.3,2.325,1.2415,0.1255,-1.835,0.1202,0.3932,0.967,KGiant,-6.36,32.38838372009322
4019300940435333120,202.42087,73.305864,28.74,6.133,-136.5,2.945,1.3654,0.0739,-2.0999,0.0867,0.0804,0.94,KGiant,-7.67,31.988138426610572
4019318322167337984,201.866741,73.160206,44.39,5.791,-39.5,2.857,1.051,0.1195,-1.4956,0.1084,0.1346,0.984,KGiant,-7.77,47.33019543589484
669771120129164928,203.084864,25.758953,14.96,2.627,-22.2,1.564,2.1806,0.0376,-3.0541,0.0501,0.5186,0.994,KGiant,10.92,22.329249875443644
669584168792460416,203.151749,25.90194,15.81,2.76,-9.1,1.482,2.0667,0.0446,-2.981,0.0598,0.3725,0.996,KGiant,10.93,23.16281718617146
657486860828408704,204.053814,26.45148,16.19,2.231,-13.6,1.465,2.2352,0.0369,-3.0853,0.041,0.4553,0.997,KGiant,11.48,23.480146933100738
874359894409768320,194.507114,25.574861,91.04,4.421,63.5,3.587,0.4966,0.0569,-0.2274,0.085,0.1646,0.905,KGiant,3.66,98.380962589314
874810625456876032,192.918557,26.320191,14.09,2.431,-48.6,1.146,2.8039,0.032,-3.508,0.0482,0.2098,0.995,KGiant,2.08,21.729309699113774
652501262790580736,209.695586,28.097533,20.83,2.831,-22.0,2.051,1.581,0.0391,-2.4856,0.0531,0.2901,0.998,KGiant,15.44,27.716118054301905
658775071841992832,208.422131,29.484292,24.81,4.174,11.0,2.831,1.5253,0.0937,-2.5762,0.1127,0.4078,0.997,KGiant,13.85,31.62657268816841
55604914356908672,165.693973,-33.065594,22.63,5.305,-216.9,2.532,1.1604,0.1265,-1.8221,0.1305,0.2236,0.97,KGiant,-7.17,29.759047363785015
58720105676355712,164.310452,-32.929732,32.06,3.723,-190.6,1.553,0.9217,0.1083,-1.108,0.0949,0.2054,0.994,KGiant,-8.3,39.06510591307798
58598991894182144,164.457875,-33.325315,29.42,5.17,-199.3,3.306,1.1521,0.1368,-1.263,0.139,0.2518,0.988,KGiant,-8.04,36.418750665007714
59228977697187072,164.286089,-31.60185,37.58,5.101,-172.2,2.263,0.9307,0.1227,-0.6885,0.1223,0.211,0.972,KGiant,-8.81,44.623722390674665
59329823529578880,164.536479,-31.14025,42.42,2.207,-164.6,0.889,0.8511,0.0506,-0.7486,0.0466,0.2043,1.0,KGiant,-8.79,49.47498964123186
59147888714715520,164.972327,-31.703531,32.83,3.836,-195.0,1.318,1.09,0.0809,-1.1462,0.0743,0.2484,0.998,KGiant,-8.23,39.92022545026518
59174105195080832,164.761476,-31.478775,28.59,3.722,-202.2,1.431,1.5127,0.071,-1.8518,0.0689,0.1932,0.996,KGiant,-8.48,35.72459936794253
3915338297802768384,249.651695,63.525616,41.12,6.779,28.3,2.444,-0.0553,0.1857,-1.6297,0.1874,-0.2171,0.975,KGiant,10.8,43.21909994435331
3915446015582370304,248.430137,63.833802,38.26,4.57,9.7,1.427,-0.1843,0.1486,-1.8349,0.1494,-0.1813,0.998,KGiant,10.29,40.46879044399523
3915720790410123264,246.832274,64.051651,56.16,5.088,199.4,1.473,-0.2507,0.1207,-1.2394,0.1192,-0.1222,0.998,KGiant,9.79,58.193727325202325
3734203553947954688,314.459756,71.759056,30.86,5.07,-108.7,2.223,-1.5684,0.0983,-0.6412,0.0812,-0.3187,0.915,KGiant,0.53,30.17695478341047
3733673967300865536,310.744367,70.983563,40.57,3.089,-16.3,1.334,-1.6478,0.0726,-0.4928,0.0723,-0.469,1.0,KGiant,1.87,39.67746715706536
3734171393232770560,311.021854,71.79709,42.0,3.345,-26.2,2.213,-1.523,0.0783,-0.3851,0.0695,-0.4119,1.0,KGiant,1.16,41.140138551054974
3734338583423993856,310.038227,71.840083,42.46,6.831,0.8,2.499,-1.4985,0.1203,-0.5242,0.094,-0.2698,0.994,KGiant,1.3,41.63178353133577
3734412942193785856,308.894191,72.265446,39.99,4.781,-8.1,1.975,-1.6032,0.1126,-0.6971,0.0955,-0.2011,0.996,KGiant,1.15,39.28647731726529
3733959565445879296,307.722949,71.592104,36.92,4.669,-8.3,1.283,-1.3874,0.1017,-0.5684,0.086,-0.3839,0.99,KGiant,1.92,36.270937401727025
3735199024288026624,306.987743,72.740298,60.41,6.387,127.0,3.015,-1.5154,0.1253,-0.4697,0.1209,-0.4676,0.994,KGiant,1.07,59.52151879782638
3735330690805318144,310.487235,73.229746,32.63,2.854,-59.5,0.975,-1.6986,0.0579,-0.5462,0.0597,-0.3263,0.998,KGiant,0.09,32.15392044525831
3735345293694123520,309.829389,73.296832,48.33,5.591,-5.1,1.852,-1.1534,0.104,-0.6027,0.1124,-0.4313,0.983,KGiant,0.15,47.53684150214442
3735342373116363264,310.334983,73.237758,58.94,6.889,-24.0,1.999,-1.0431,0.1354,-0.3815,0.1472,-0.4286,0.99,KGiant,0.11,58.000969819478016
3734496573796705280,312.136999,72.539156,67.69,3.291,137.8,1.995,-0.9834,0.1132,-0.1348,0.0819,-0.2668,1.0,KGiant,0.36,66.54601791241906
3734505472968973312,313.330423,72.491261,47.58,3.201,1.9,1.026,-1.3943,0.0749,-0.2124,0.0669,-0.3852,1.0,KGiant,0.18,46.61273002088592
3736108286044397056,313.573541,73.296462,25.93,5.96,-169.6,3.754,-2.2573,0.1406,-0.738,0.134,-0.393,0.982,KGiant,-0.5,25.64493127306057
3736023142612744192,314.081348,72.805222,45.11,3.944,-1.1,1.057,-1.6585,0.0926,-0.3527,0.0694,-0.2966,1.0,KGiant,-0.21,44.18224982954127
3939619882526587904,333.140041,80.492827,51.63,4.899,-126.3,2.056,-1.6397,0.101,-0.0559,0.116,-0.0359,0.978,KGiant,-8.52,51.09991291577707
3942933604414197248,331.002605,81.798984,40.67,6.099,-54.9,2.129,-1.3674,0.1283,0.1325,0.1418,-0.133,0.926,KGiant,-8.96,40.506880896953795
101889822696198144,148.970649,-33.480805,34.89,4.999,-254.1,1.765,0.4461,0.146,-1.596,0.1236,0.2152,0.958,KGiant,-19.49,41.222639410886835
3814922512178552320,249.497406,54.402093,21.57,3.988,-32.7,2.75,-0.7625,0.0874,-2.9694,0.0789,0.1933,0.993,KGiant,19.08,24.66358651940143
3814598224967170048,252.303157,55.116134,46.62,5.953,65.7,2.375,-0.1075,0.1068,-1.2143,0.1139,0.1431,0.985,KGiant,19.07,48.77205039774318
3917782928763672064,249.618289,68.125481,35.59,4.049,6.8,1.461,-0.2066,0.0558,-1.3628,0.0586,0.0196,0.985,KGiant,6.58,37.60844187147348
3917599138523044864,250.117362,67.502638,21.31,5.097,-46.3,2.18,-0.7118,0.1259,-2.443,0.1072,0.1285,0.978,KGiant,7.23,23.87995393630398
3917864670581192192,248.030259,67.252511,40.89,6.666,-6.0,2.199,-0.522,0.1138,-1.7778,0.1045,0.0701,0.997,KGiant,7.13,42.91190510802335
3917907822117058560,247.542087,67.457115,24.28,4.47,-29.7,2.877,-0.3081,0.1347,-2.0391,0.1325,0.0487,0.964,KGiant,6.86,26.807127783483256
3917216267958540800,249.667665,66.963701,33.9,2.488,-14.7,1.089,-0.3936,0.0479,-1.8385,0.0445,-0.1411,1.0,KGiant,7.65,36.01020133240024
3917477294595480576,248.080126,66.821133,43.72,7.665,189.1,2.676,-0.1755,0.1216,-1.1643,0.1221,0.1277,0.958,KGiant,7.52,45.70610900087645
3917470530022470656,248.138242,66.731705,29.59,4.324,4.8,1.147,-0.2476,0.0745,-1.6622,0.0795,0.1921,0.975,KGiant,7.62,31.908135326276906
3917951733862788096,246.303616,67.146914,31.6,4.667,3.3,1.531,-0.0199,0.0828,-1.7181,0.0886,0.2443,0.978,KGiant,6.93,33.92776149409212
3966183941718869504,244.861454,68.331153,34.93,6.814,-11.4,2.94,-0.1809,0.0982,-1.9447,0.1161,0.1283,0.994,KGiant,5.62,37.17406219395454
3966181678271613952,244.911694,68.242679,34.52,6.262,-23.3,2.107,-0.3026,0.1308,-1.926,0.1284,0.2037,0.996,KGiant,5.71,36.77783435712332
3966038879199097856,245.239852,67.427305,31.26,7.057,-8.3,3.795,-0.2376,0.1432,-1.894,0.1489,0.1443,0.987,KGiant,6.49,33.64088137965472
3918090723299834880,246.570598,68.228001,34.25,4.476,3.4,1.497,-0.2498,0.064,-1.7148,0.0633,0.1873,0.999,KGiant,6.01,36.44123625784394
3917983349117498880,246.525651,67.616616,36.6,7.133,1.3,2.947,-0.2559,0.1269,-1.8572,0.1469,0.1076,0.992,KGiant,6.55,38.75987358080519
3918126182549858816,246.460832,68.636937,28.37,2.703,-48.8,0.785,-0.1021,0.0527,-1.9788,0.0538,0.1935,0.996,KGiant,5.62,30.721137674246375
3966167590778940416,245.90686,68.537018,28.69,5.961,-39.3,2.893,0.0213,0.1146,-1.8044,0.1346,0.0411,0.95,KGiant,5.62,31.06086605360514
3972189203647332352,245.459326,68.947779,26.08,6.034,-21.2,3.457,-0.1153,0.1232,-2.1284,0.1277,0.2467,0.96,KGiant,5.18,28.54966549716476
3918044646890726400,247.763258,68.418241,50.91,2.582,174.6,1.164,-0.4524,0.0599,-1.3733,0.0609,0.189,1.0,KGiant,6.03,52.73611570830752
3924063476620496384,247.747708,69.001569,27.62,3.128,-23.0,1.872,-0.2397,0.0509,-1.836,0.051,0.2209,0.981,KGiant,5.5,29.929592379449474
3917772032431251456,250.299799,68.768301,30.82,5.837,-16.1,1.853,-0.5943,0.1167,-1.7593,0.1186,0.1681,0.991,KGiant,6.09,32.909592826408534
3924043307454096384,248.443026,68.900419,30.75,4.648,8.6,1.363,-0.4436,0.0706,-1.7332,0.0777,0.2532,0.994,KGiant,5.7,32.92332455873799
3917755230518812672,250.870143,68.767713,26.7,7.471,-9.5,4.944,-0.4014,0.1615,-1.9537,0.1483,0.146,0.955,KGiant,6.17,28.915513137414667
3919634334546136064,256.538644,69.198149,27.61,5.061,-27.2,1.985,-0.6828,0.1285,-1.7846,0.13,0.1812,0.986,KGiant,6.44,29.50683988501649
3913611897043851776,256.404461,68.536708,40.95,4.421,24.3,1.12,-0.5056,0.0825,-1.4564,0.0833,0.0319,0.999,KGiant,7.06,42.5013599782407
3922722278593007616,254.494124,69.351954,27.14,4.761,-31.1,2.557,-0.6855,0.0927,-2.1122,0.0905,0.2833,0.995,KGiant,6.07,29.148463081267252
3922729318043815936,253.789091,69.033998,35.29,5.245,-17.1,1.793,-0.4246,0.1045,-1.5803,0.1027,0.082,0.997,KGiant,6.29,37.07783974289764
3916721483430863872,253.597435,68.764326,42.66,7.658,-6.2,2.081,-0.568,0.0928,-1.6588,0.0982,0.1593,0.994,KGiant,6.52,44.307472281772064
3916893973612576256,252.713033,68.383124,39.45,5.146,4.6,1.583,-0.205,0.0898,-1.5049,0.0877,0.129,0.996,KGiant,6.77,41.225512731802375
3916973241529002496,252.206253,68.647349,27.93,3.9,-1.5,2.165,-0.5427,0.1296,-1.69,0.1252,0.1424,0.964,KGiant,6.46,30.03285034757773
3917718912275466240,250.923894,68.297853,30.71,4.809,-13.0,2.078,-0.533,0.085,-2.097,0.0892,0.1174,0.998,KGiant,6.61,32.787903257146525
3923057453545607168,251.199991,69.830431,53.44,6.141,193.3,1.48,-0.3727,0.1053,-1.2055,0.1007,0.1073,0.997,KGiant,5.23,55.00879293349382
3923004608267721728,251.836244,69.385829,27.39,5.253,-33.5,2.283,-0.6222,0.1129,-2.2029,0.1111,0.2711,0.995,KGiant,5.72,29.508822409577785
3922992449215015936,251.893045,69.016416,29.5,6.378,-16.0,2.013,-0.3495,0.1391,-1.9756,0.1321,0.1193,0.982,KGiant,6.07,31.543666559231823
3923030240632589824,251.879112,69.558817,26.41,6.44,-18.2,2.243,-0.5532,0.153,-1.8858,0.1563,0.1532,0.969,KGiant,5.56,28.56099087916944
3922773165365538816,253.859504,69.690182,33.17,3.973,1.9,1.218,-0.2828,0.0815,-1.6179,0.0755,0.3166,0.991,KGiant,5.68,34.98961560234694
3923070892498396672,253.505626,70.141868,41.34,6.076,9.1,1.444,-0.2451,0.0899,-1.3843,0.092,-0.0515,0.996,KGiant,5.22,42.96747374468273
3919782150140571648,256.690863,70.140941,34.11,4.149,2.9,0.872,-0.3302,0.0917,-1.4275,0.0752,0.2931,0.972,KGiant,5.55,35.75795575812465
3919756620854968320,257.281602,69.979468,33.43,6.973,-77.8,2.649,-0.7709,0.1445,-2.2946,0.137,0.3125,0.993,KGiant,5.76,35.0726617182101
3909725604476190208,263.091845,64.025745,43.32,6.161,7.3,2.795,-0.4366,0.0935,-1.5075,0.0942,-0.0161,0.996,KGiant,12.07,44.55943110049768
3899278457306062848,265.538411,65.07569,41.17,3.551,42.9,1.45,-0.4793,0.0548,-1.2558,0.0457,0.1818,0.997,KGiant,11.21,42.29573737387729
3899357141106869248,264.840395,65.42479,37.36,4.429,30.1,1.603,-0.4905,0.0929,-1.3317,0.0789,0.2608,0.987,KGiant,10.82,38.60169685389491
3896354821528636416,271.978848,64.188104,40.93,7.574,22.7,3.695,-0.807,0.1169,-1.2799,0.0918,0.1526,0.986,KGiant,12.33,41.66908806297541
3896363720700889088,272.288326,64.444108,37.06,3.257,37.8,1.156,-0.7681,0.0508,-1.0924,0.0413,0.2336,0.94,KGiant,12.07,37.85879158134871
3896414882351210496,270.225595,64.095287,47.15,5.059,41.9,3.028,-0.7208,0.0948,-1.0769,0.0658,0.5713,0.995,KGiant,12.39,47.88613578062026
3881942491829987328,223.909667,49.180293,22.78,2.218,-6.9,0.893,0.6486,0.0279,-2.1964,0.0372,0.4798,0.996,KGiant,13.54,27.69661892722648
